Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,9,1,9,32,32,128,0.0283795,0.013812708053588866,0.00290525,0.04509745805358886,0.0154865,1.9693848221435544,507.7727769383139,223.72530684006904,197.08355224728152,1.0
Llama2-13B,9,1,9,32,32,256,0.0294995,0.013812708053588866,0.00345525,0.04676745805358887,0.0154865,2.0361848221435546,491.1145536127065,224.20149483713567,190.00448722616963,1.0
Llama2-13B,9,1,9,32,32,384,0.030582,0.013812708053588866,0.00400525,0.04839995805358887,0.0154865,2.1014848221435547,475.8540197211517,224.67728706470155,183.66791500286243,1.0
Llama2-13B,9,1,9,32,32,512,0.031697,0.013812708053588866,0.00455525,0.05006495805358886,0.0154865,2.1680848221435545,461.23656684765416,225.15342927111809,177.58260187960855,1.0
Llama2-13B,9,1,9,32,32,640,0.0328595,0.013812708053588866,0.00510525,0.05177745805358886,0.0154865,2.2365848221435547,447.11025045837283,225.63010638233564,171.66276600552024,1.0
Llama2-13B,9,1,9,32,32,768,0.0339795,0.013812708053588866,0.00565525,0.05344745805358887,0.0154865,2.303384822143555,434.1436960018644,226.10629437940233,166.3549304576306,1.0
Llama2-13B,9,1,9,32,32,896,0.035062,0.013812708053588866,0.00620525,0.055079958053588875,0.0154865,2.368684822143555,422.17520484428326,226.58208660696823,161.55815883789305,1.0
Llama2-13B,9,1,9,32,32,1024,0.036177,0.013812708053588866,0.00675525,0.05674495805358886,0.0154865,2.4352848221435544,410.62958669441923,227.05822881338472,156.9078619104575,1.0
Llama2-13B,9,1,9,32,32,1152,0.0387295,0.013812708053588866,0.00730525,0.05984745805358886,0.0154865,2.5593848221435547,390.718891253904,228.84655530387752,147.72108812654272,1.0
Llama2-13B,9,1,9,32,32,1280,0.0398495,0.013812708053588866,0.007855250000000001,0.061517458053588873,0.0154865,2.626184822143555,380.7805115497454,229.32274330094413,143.86801798074262,1.0
Llama2-13B,9,1,9,32,32,1408,0.040932,0.013812708053588866,0.00840525,0.06314995805358888,0.0154865,2.691484822143555,371.54212863202366,229.79853552851006,140.35384022800625,1.0
Llama2-13B,9,1,9,32,32,1536,0.042047,0.013812708053588866,0.00895525,0.06481495805358886,0.0154865,2.7580848221435543,362.5704300213692,230.2746777349266,136.91504610015377,1.0
Llama2-13B,9,1,9,32,32,1664,0.0432095,0.013812708053588866,0.00950525,0.06652745805358887,0.0154865,2.8265848221435546,353.7838285148807,230.75135484614412,133.50730443892212,1.0
Llama2-13B,9,1,9,32,32,1792,0.0443295,0.013812708053588866,0.01005525,0.06819745805358887,0.0154865,2.893384822143555,345.6159693473311,231.2275428432108,130.40274695361492,1.0
Llama2-13B,9,1,9,32,32,1920,0.045412,0.013812708053588866,0.010605249999999998,0.06982995805358887,0.0154865,2.958684822143555,337.9880116042587,231.7033350707767,127.55622691732182,1.0
Llama2-13B,9,1,9,32,32,2048,0.046527,0.013812708053588866,0.01115525,0.07149495805358887,0.0154865,3.0252848221435547,330.5473893500889,232.17947727719334,124.75523743052062,1.0
