Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,6,32,1,32,5,128,0.341379,0.0008207499313354493,0.01398,0.35617974993133544,0.382022,11.929773997802734,2682.3643101616067,69.55485881197721,203.74674134020307,1.0
Llama2-7B,6,32,1,32,5,256,0.350139,0.0008207499313354493,0.01662,0.36757974993133546,0.382022,12.294573997802734,2602.7741998802876,70.25294136530984,200.64300567863006,1.0
Llama2-7B,6,32,1,32,5,384,0.3570965,0.0008207499313354493,0.01926,0.37717724993133545,0.382022,12.601693997802734,2539.341139816568,70.72607557847171,198.05871964153027,1.0
Llama2-7B,6,32,1,32,5,512,0.365851,0.0008207499313354493,0.0219,0.3885717499313354,0.382022,12.966317997802733,2467.9326857032743,71.40315177151861,195.1700330777246,1.0
Llama2-7B,6,32,1,32,5,640,0.3728205,0.0008207499313354493,0.02454,0.39818124993133547,0.382022,13.273821997802735,2410.760066339377,71.85444155681105,192.73200255031853,1.0
Llama2-7B,6,32,1,32,5,768,0.381563,0.0008207499313354493,0.027180000000000003,0.40956374993133543,0.382022,13.638061997802733,2346.374433930247,72.5312599004639,190.08986694324116,1.0
Llama2-7B,6,32,1,32,5,896,0.390323,0.0008207499313354493,0.029820000000000003,0.42096374993133545,0.382022,14.002861997802734,2285.2471162696093,73.23044772159653,187.61499507227742,1.0
Llama2-7B,6,32,1,32,5,1024,0.3972805,0.0008207499313354493,0.03246,0.43056124993133543,0.382022,14.309981997802733,2236.2012757887137,73.70358193475843,185.520260709394,1.0
Llama2-7B,6,32,1,32,5,1152,0.410647,0.0008207499313354493,0.0351,0.44656774993133547,0.382022,14.822189997802734,2158.9252333659015,74.96789470396143,182.5604343973326,1.0
Llama2-7B,6,32,1,32,5,1280,0.4176165,0.0008207499313354493,0.03774,0.45617724993133546,0.382022,15.129693997802734,2115.046081212701,75.4179398237539,180.59137946837322,1.0
Llama2-7B,6,32,1,32,5,1408,0.426359,0.0008207499313354493,0.040380000000000006,0.4675597499313355,0.382022,15.493933997802735,2065.3244040240565,76.09475816740678,178.47578722955714,1.0
Llama2-7B,6,32,1,32,5,1536,0.435119,0.0008207499313354493,0.04302,0.47895974993133544,0.382022,15.858733997802734,2017.815545959323,76.7951906540394,176.4923863449755,1.0
Llama2-7B,6,32,1,32,5,1664,0.4420765,0.0008207499313354493,0.045660000000000006,0.4885572499313354,0.382022,16.16585399780273,1979.4809481979394,77.2683248672013,174.78496338801372,1.0
Llama2-7B,6,32,1,32,5,1792,0.450831,0.0008207499313354493,0.04830000000000001,0.49995174993133545,0.382022,16.530477997802734,1935.8181901487367,77.94540106024817,172.89272712002537,1.0
Llama2-7B,6,32,1,32,5,1920,0.4578005,0.0008207499313354493,0.050940000000000006,0.5095612499313354,0.382022,16.837981997802732,1900.465269779706,78.39434091224058,171.24127411883694,1.0
Llama2-7B,6,32,1,32,5,2048,0.466543,0.0008207499313354493,0.05358,0.5209437499313354,0.382022,17.20222199780273,1860.2248014289908,79.07115925589345,169.48311143001493,1.0
Llama2-7B,6,32,1,32,5,2176,0.479915,0.0008207499313354493,0.05622,0.5369557499313354,0.382022,17.71460599780273,1806.4189519072108,80.35993358648226,167.44618023292094,1.0
Llama2-7B,6,32,1,32,5,2304,0.4868725,0.0008207499313354493,0.058859999999999996,0.5465532499313355,0.382022,18.021725997802733,1775.6345870479634,80.83306779964411,166.02512526307018,1.0
Llama2-7B,6,32,1,32,5,2432,0.495627,0.0008207499313354493,0.06149999999999999,0.5579477499313354,0.382022,18.386349997802732,1740.4215629433886,81.51014399269101,164.4586432795046,1.0
Llama2-7B,6,32,1,32,5,2560,0.5025965,0.0008207499313354493,0.06413999999999999,0.5675572499313354,0.382022,18.69385399780273,1711.7925497739134,81.95783917918344,163.06886175925104,1.0
Llama2-7B,6,32,1,32,5,2688,0.511339,0.0008207499313354493,0.06678,0.5789397499313353,0.382022,19.05809399780273,1679.0766171942162,82.63465752283626,161.6044493434616,1.0
Llama2-7B,6,32,1,32,5,2816,0.520099,0.0008207499313354493,0.06942000000000001,0.5903397499313354,0.382022,19.42289399780273,1647.5402689022599,83.33743994276895,160.23380153157177,1.0
Llama2-7B,6,32,1,32,5,2944,0.5270565,0.0008207499313354493,0.07206,0.5999372499313355,0.382022,19.730013997802732,1621.8944397892335,83.81057415593082,159.01629930743817,1.0
Llama2-7B,6,32,1,32,5,3072,0.535811,0.0008207499313354493,0.07469999999999999,0.6113317499313354,0.382022,20.09463799780273,1592.46461685446,84.48765034897771,157.68181382796868,1.0
Llama2-7B,6,32,1,32,5,3200,0.5473925,0.0008207499313354493,0.07733999999999999,0.6255532499313353,0.382022,20.549725997802728,1557.1983783833218,85.52133744612631,156.23403215448928,1.0
Llama2-7B,6,32,1,32,5,3328,0.556135,0.0008207499313354493,0.07998,0.6369357499313355,0.382022,20.913965997802734,1530.078035096834,86.19815578977916,154.99502061510088,1.0
Llama2-7B,6,32,1,32,5,3456,0.564895,0.0008207499313354493,0.08262,0.6483357499313355,0.382022,21.278765997802733,1503.8466047939223,86.90218287521179,153.83776254916717,1.0
Llama2-7B,6,32,1,32,5,3584,0.5718525,0.0008207499313354493,0.08526,0.6579332499313354,0.382022,21.58588599780273,1482.4501529961449,87.37531708837366,152.79345126299813,1.0
Llama2-7B,6,32,1,32,5,3712,0.580607,0.0008207499313354493,0.0879,0.6693277499313354,0.382022,21.95050999780273,1457.8248980640192,88.05239328142056,151.65575558238285,1.0
Llama2-7B,6,32,1,32,5,3840,0.5875765,0.0008207499313354493,0.09054,0.6789372499313353,0.382022,22.258013997802728,1437.6844224807742,88.49773853461298,150.61483659508676,1.0
Llama2-7B,6,32,1,32,5,3968,0.596319,0.0008207499313354493,0.09317999999999999,0.6903197499313354,0.382022,22.62225399780273,1414.5363235293935,89.17455687826588,149.54169979200026,1.0
Llama2-7B,6,32,1,32,5,4096,0.605079,0.0008207499313354493,0.09581999999999999,0.7017197499313355,0.382022,22.987053997802732,1392.0879118767803,89.87968923149849,148.5420734011566,1.0
