Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,24,1,24,32,32,128,0.0170625,0.012218283805847167,0.00233,0.03161078380584717,0.0089525,1.1704975817871093,854.3375189833416,218.57533184813227,400.3211206009748,1.0
Llama2-7B,24,1,24,32,32,256,0.0179185,0.012218283805847167,0.00277,0.03290678380584717,0.0089525,1.2119695817871092,825.1032163079955,218.82527726822394,381.6329444223566,1.0
Llama2-7B,24,1,24,32,32,384,0.01878,0.012218283805847167,0.00321,0.034208283805847166,0.0089525,1.2536175817871091,797.6914288123164,219.0752760251676,364.54219253389186,1.0
Llama2-7B,24,1,24,32,32,512,0.019631,0.012218283805847167,0.00365,0.035499283805847166,0.0089525,1.2949295817871092,772.2427644443167,219.3251804603391,349.13717535457175,1.0
Llama2-7B,24,1,24,32,32,640,0.0204865,0.012218283805847167,0.00409,0.036794783805847164,0.0089525,1.336385581787109,748.2870315487312,219.5751515716987,334.9387883052538,1.0
Llama2-7B,24,1,24,32,32,768,0.0213425,0.012218283805847167,0.00453,0.03809078380584716,0.0089525,1.377857581787109,725.7644136943238,219.82509699179042,321.871115426658,1.0
Llama2-7B,24,1,24,32,32,896,0.022204,0.012218283805847167,0.0049700000000000005,0.03939228380584717,0.0089525,1.4195055817871092,704.4706359949878,220.07509574873404,309.7345857569779,1.0
Llama2-7B,24,1,24,32,32,1024,0.023055,0.012218283805847167,0.00541,0.04068328380584717,0.0089525,1.4608175817871092,684.5481684144557,220.32500018390564,298.6404795379333,1.0
Llama2-7B,24,1,24,32,32,1152,0.0246725,0.012218283805847167,0.00585,0.042740783805847164,0.0089525,1.526657581787109,655.025731984639,221.18504998207354,280.1512944346863,1.0
Llama2-7B,24,1,24,32,32,1280,0.0255285,0.012218283805847167,0.0062900000000000005,0.04403678380584716,0.0089525,1.568129581787109,637.7024013923367,221.43499540216519,271.0634626522381,1.0
Llama2-7B,24,1,24,32,32,1408,0.02639,0.012218283805847167,0.006730000000000001,0.04533828380584717,0.0089525,1.6097775817871092,621.2038304632376,221.68499415910887,262.51065052944875,1.0
Llama2-7B,24,1,24,32,32,1536,0.027241,0.012218283805847167,0.00717,0.04662928380584717,0.0089525,1.6510895817871092,605.6606564724478,221.93489859428044,254.59658533355102,1.0
Llama2-7B,24,1,24,32,32,1664,0.0280965,0.012218283805847167,0.0076100000000000004,0.047924783805847165,0.0089525,1.6925455817871091,590.8260378690242,222.18486970563998,247.1224949122222,1.0
Llama2-7B,24,1,24,32,32,1792,0.0289525,0.012218283805847167,0.008050000000000002,0.04922078380584717,0.0089525,1.7340175817871093,576.6954213747835,222.43481512573166,240.0859329135347,1.0
Llama2-7B,24,1,24,32,32,1920,0.029814,0.012218283805847167,0.008490000000000001,0.05052228380584717,0.0089525,1.7756655817871092,563.1691069855368,222.6848138826754,233.41049285012423,1.0
Llama2-7B,24,1,24,32,32,2048,0.030665,0.012218283805847167,0.00893,0.05181328380584717,0.0089525,1.8169775817871092,550.3645229438871,222.9347183178469,227.1876715288672,1.0
Llama2-7B,24,1,24,32,32,2176,0.0322465,0.012218283805847167,0.00937,0.053834783805847164,0.0089525,1.881665581787109,531.4440619412571,223.73307850932312,216.8191494709921,1.0
Llama2-7B,24,1,24,32,32,2304,0.0331025,0.012218283805847167,0.00981,0.05513078380584717,0.0089525,1.9231375817871093,519.9835984021136,223.9830239294147,211.44836486048516,1.0
Llama2-7B,24,1,24,32,32,2432,0.033964,0.012218283805847167,0.010249999999999999,0.056432283805847167,0.0089525,1.9647855817871092,508.9613896140415,224.23302268635842,206.31497935898895,1.0
Llama2-7B,24,1,24,32,32,2560,0.034815,0.012218283805847167,0.010689999999999998,0.05772328380584716,0.0089525,2.006097581787109,498.4802379897998,224.48292712152997,201.49623646554105,1.0
Llama2-7B,24,1,24,32,32,2688,0.0356705,0.012218283805847167,0.011130000000000001,0.05901878380584717,0.0089525,2.0475535817871093,488.3877076013795,224.73289823288957,196.88266409996493,1.0
Llama2-7B,24,1,24,32,32,2816,0.0365265,0.012218283805847167,0.01157,0.060314783805847164,0.0089525,2.089025581787109,478.6920795601388,224.98284365298124,192.48255004327441,1.0
