Model,alpha_req,alpha_tok,lambda_tok_s,selectable,N_L,N_T,n_instances,TP_per_instance,lambda_max,headroom_ratio,Tput_L,Tput_T,system_tput,TTFT_L_s,req_lat_T_packed_s,kv_slack_T,kv_slack_L,bottleneck,n_meets_load,n_meets_kv,n_unsaturated,n_selectable,ttft_bar_s,switch_from,devices_draining,devices_kept,T_drain_s,T_breakeven_s,free_move,note
Llama2-7B,0.03,0.03,8530.0,False,1,31,1,1,6432.1,0.754,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,8682.4,False,1,31,1,1,6432.1,0.741,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,8834.7,False,1,31,1,1,6432.1,0.728,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,8987.0,False,1,31,1,1,6432.1,0.716,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,9139.3,False,1,31,1,1,6432.1,0.704,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,9291.7,False,1,31,1,1,6432.1,0.692,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,9444.0,False,1,31,1,1,6432.1,0.681,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,9596.3,False,1,31,1,1,6432.1,0.67,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,9748.6,False,1,31,1,1,6432.1,0.66,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,9900.9,False,1,31,1,1,6432.1,0.65,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10053.3,False,1,31,1,1,6432.1,0.64,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10205.6,False,1,31,1,1,6432.1,0.63,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10357.9,False,1,31,1,1,6432.1,0.621,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10510.2,False,1,31,1,1,6432.1,0.612,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10662.6,False,1,31,1,1,6432.1,0.603,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10814.9,False,1,31,1,1,6432.1,0.595,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,10967.2,False,1,31,1,1,6432.1,0.586,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,11119.5,False,1,31,1,1,6432.1,0.578,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,11271.8,False,1,31,1,1,6432.1,0.571,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,11424.2,False,1,31,1,1,6432.1,0.563,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,11576.5,False,1,31,1,1,6432.1,0.556,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,11728.8,False,1,31,1,1,6432.1,0.548,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,11881.1,False,1,31,1,1,6432.1,0.541,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,12033.5,False,1,31,1,1,6432.1,0.535,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.03,0.03,12185.8,False,1,31,1,1,6432.1,0.528,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,152.3,True,1,31,1,1,6499.1,42.667,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,304.6,True,1,31,1,1,6499.1,21.333,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,457.0,True,1,31,1,1,6499.1,14.222,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,609.3,True,1,31,1,1,6499.1,10.667,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,761.6,True,1,31,1,1,6499.1,8.533,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,913.9,True,1,31,1,1,6499.1,7.111,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1066.3,True,1,31,1,1,6499.1,6.095,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1218.6,True,1,31,1,1,6499.1,5.333,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1370.9,True,1,31,1,1,6499.1,4.741,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1523.2,True,1,31,1,1,6499.1,4.267,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1675.5,True,1,31,1,1,6499.1,3.879,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1827.9,True,1,31,1,1,6499.1,3.556,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,1980.2,True,1,31,1,1,6499.1,3.282,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,2132.5,True,1,31,1,1,6499.1,3.048,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.04,0.04,2284.8,True,1,31,1,1,6499.1,2.844,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,87,91,68,66,0.485,,,,,,,
Llama2-7B,0.04,0.04,2437.2,True,1,31,1,1,6499.1,2.667,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,87,91,68,66,0.485,,,,,,,
Llama2-7B,0.04,0.04,2589.5,True,1,31,1,1,6499.1,2.51,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.04,0.04,2741.8,True,1,31,1,1,6499.1,2.37,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.04,0.04,2894.1,True,1,31,1,1,6499.1,2.246,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.04,0.04,3046.4,True,1,31,1,1,6499.1,2.133,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.04,0.04,3198.8,True,1,31,1,1,6499.1,2.032,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.04,0.04,3351.1,True,1,31,1,1,6499.1,1.939,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.04,0.04,3503.4,True,1,31,1,1,6499.1,1.855,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.04,0.04,3655.7,True,1,31,1,1,6499.1,1.778,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.04,0.04,3808.1,True,1,31,1,1,6499.1,1.707,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.04,0.04,3960.4,True,1,31,1,1,6499.1,1.641,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.04,0.04,4112.7,True,1,31,1,1,6499.1,1.58,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.04,0.04,4265.0,True,1,31,1,1,6499.1,1.524,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,4417.3,True,1,31,1,1,6499.1,1.471,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,4569.7,True,1,31,1,1,6499.1,1.422,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,4722.0,True,1,31,1,1,6499.1,1.376,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,4874.3,True,1,31,1,1,6499.1,1.333,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5026.6,True,1,31,1,1,6499.1,1.293,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5179.0,True,1,31,1,1,6499.1,1.255,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5331.3,True,1,31,1,1,6499.1,1.219,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5483.6,True,1,31,1,1,6499.1,1.185,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5635.9,True,1,31,1,1,6499.1,1.153,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5788.2,True,1,31,1,1,6499.1,1.123,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,5940.6,True,1,31,1,1,6499.1,1.094,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,6092.9,True,1,31,1,1,6499.1,1.067,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,6245.2,True,1,31,1,1,6499.1,1.041,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,6397.5,True,1,31,1,1,6499.1,1.016,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
Llama2-7B,0.04,0.04,6549.9,False,1,31,1,1,6499.1,0.992,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,6702.2,False,1,31,1,1,6499.1,0.97,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,6854.5,False,1,31,1,1,6499.1,0.948,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7006.8,False,1,31,1,1,6499.1,0.928,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7159.1,False,1,31,1,1,6499.1,0.908,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7311.5,False,1,31,1,1,6499.1,0.889,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7463.8,False,1,31,1,1,6499.1,0.871,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7616.1,False,1,31,1,1,6499.1,0.853,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7768.4,False,1,31,1,1,6499.1,0.837,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,7920.8,False,1,31,1,1,6499.1,0.821,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8073.1,False,1,31,1,1,6499.1,0.805,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8225.4,False,1,31,1,1,6499.1,0.79,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8377.7,False,1,31,1,1,6499.1,0.776,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8530.0,False,1,31,1,1,6499.1,0.762,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8682.4,False,1,31,1,1,6499.1,0.749,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8834.7,False,1,31,1,1,6499.1,0.736,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,8987.0,False,1,31,1,1,6499.1,0.723,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,9139.3,False,1,31,1,1,6499.1,0.711,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,9291.7,False,1,31,1,1,6499.1,0.699,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,9444.0,False,1,31,1,1,6499.1,0.688,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,9596.3,False,1,31,1,1,6499.1,0.677,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,9748.6,False,1,31,1,1,6499.1,0.667,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,9900.9,False,1,31,1,1,6499.1,0.656,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10053.3,False,1,31,1,1,6499.1,0.646,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10205.6,False,1,31,1,1,6499.1,0.637,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10357.9,False,1,31,1,1,6499.1,0.627,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10510.2,False,1,31,1,1,6499.1,0.618,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10662.6,False,1,31,1,1,6499.1,0.61,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10814.9,False,1,31,1,1,6499.1,0.601,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,10967.2,False,1,31,1,1,6499.1,0.593,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,11119.5,False,1,31,1,1,6499.1,0.584,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,11271.8,False,1,31,1,1,6499.1,0.577,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,11424.2,False,1,31,1,1,6499.1,0.569,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,11576.5,False,1,31,1,1,6499.1,0.561,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,11728.8,False,1,31,1,1,6499.1,0.554,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,11881.1,False,1,31,1,1,6499.1,0.547,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,12033.5,False,1,31,1,1,6499.1,0.54,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.04,0.04,12185.8,False,1,31,1,1,6499.1,0.533,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,0,91,68,0,inf,,,,,,,no split meets load+kv+unsaturated+eps at this rate
Llama2-7B,0.05,0.05,152.3,True,1,31,1,1,6567.5,43.116,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,304.6,True,1,31,1,1,6567.5,21.558,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,457.0,True,1,31,1,1,6567.5,14.372,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,609.3,True,1,31,1,1,6567.5,10.779,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,761.6,True,1,31,1,1,6567.5,8.623,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,913.9,True,1,31,1,1,6567.5,7.186,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1066.3,True,1,31,1,1,6567.5,6.159,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1218.6,True,1,31,1,1,6567.5,5.389,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1370.9,True,1,31,1,1,6567.5,4.791,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1523.2,True,1,31,1,1,6567.5,4.312,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1675.5,True,1,31,1,1,6567.5,3.92,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1827.9,True,1,31,1,1,6567.5,3.593,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,1980.2,True,1,31,1,1,6567.5,3.317,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,2132.5,True,1,31,1,1,6567.5,3.08,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,91,91,68,68,0.485,,,,,,,
Llama2-7B,0.05,0.05,2284.8,True,1,31,1,1,6567.5,2.874,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,87,91,68,66,0.485,,,,,,,
Llama2-7B,0.05,0.05,2437.2,True,1,31,1,1,6567.5,2.695,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,87,91,68,66,0.485,,,,,,,
Llama2-7B,0.05,0.05,2589.5,True,1,31,1,1,6567.5,2.536,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.05,0.05,2741.8,True,1,31,1,1,6567.5,2.395,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.05,0.05,2894.1,True,1,31,1,1,6567.5,2.269,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.05,0.05,3046.4,True,1,31,1,1,6567.5,2.156,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.05,0.05,3198.8,True,1,31,1,1,6567.5,2.053,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.05,0.05,3351.1,True,1,31,1,1,6567.5,1.96,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,84,91,68,64,0.485,,,,,,,
Llama2-7B,0.05,0.05,3503.4,True,1,31,1,1,6567.5,1.875,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.05,0.05,3655.7,True,1,31,1,1,6567.5,1.796,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.05,0.05,3808.1,True,1,31,1,1,6567.5,1.725,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.05,0.05,3960.4,True,1,31,1,1,6567.5,1.658,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.05,0.05,4112.7,True,1,31,1,1,6567.5,1.597,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,70,91,68,55,0.485,,,,,,,
Llama2-7B,0.05,0.05,4265.0,True,1,31,1,1,6567.5,1.54,335.4,6239.1,6574.5,0.782,6.299,3.812,1.725,PoolT,50,91,68,42,0.485,,,,,,,
