Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,2,1,2,32,32,128,0.1225675,0.018461870346069335,0.003287,0.14431637034606934,0.0633115,11.758621127685547,85.04398510174894,679.3110902759037,69.27928389213125,1.0
Llama2-70B,2,1,2,32,32,256,0.1246625,0.018461870346069335,0.0041670000000000006,0.14729137034606934,0.0633115,11.996621127685547,83.35680433319857,682.1228281567331,68.39695459307457,1.0
Llama2-70B,2,1,2,32,32,384,0.1268065,0.018461870346069335,0.005046999999999999,0.15031537034606932,0.0633115,12.238541127685545,81.70908522240771,684.9356704546541,67.51779980271657,1.0
Llama2-70B,2,1,2,32,32,512,0.1289505,0.018461870346069335,0.005927,0.15333937034606931,0.0633115,12.480461127685544,80.1252445538001,687.7485127525755,66.66787960812249,1.0
Llama2-70B,2,1,2,32,32,640,0.1310795,0.018461870346069335,0.006806999999999999,0.15634837034606933,0.0633115,12.721181127685545,78.60905288296426,690.5609828813463,65.853259174904,1.0
Llama2-70B,2,1,2,32,32,768,0.1331745,0.018461870346069335,0.007686999999999999,0.15932337034606933,0.0633115,12.959181127685547,77.16536948956092,693.3727207621757,65.0812205754645,1.0
Llama2-70B,2,1,2,32,32,896,0.1353185,0.018461870346069335,0.008567,0.16234737034606933,0.0633115,13.201101127685547,75.75125668136766,696.1855630600971,64.30990247638876,1.0
Llama2-70B,2,1,2,32,32,1024,0.1374625,0.018461870346069335,0.009446999999999999,0.16537137034606933,0.0633115,13.443021127685546,74.38804049340713,698.9984053580187,63.562644844777545,1.0
Llama2-70B,2,1,2,32,32,1152,0.148078,0.018461870346069335,0.010327,0.17686687034606932,0.0633115,14.362661127685545,69.62498043432873,715.9035699716624,60.43297873178851,1.0
Llama2-70B,2,1,2,32,32,1280,0.150173,0.018461870346069335,0.011207,0.17984187034606933,0.0633115,14.600661127685546,68.49004926933175,718.7153078524916,59.82394537071337,1.0
Llama2-70B,2,1,2,32,32,1408,0.152317,0.018461870346069335,0.012087,0.18286587034606933,0.0633115,14.842581127685545,67.37372640225773,721.5281501504127,59.21270689995313,1.0
Llama2-70B,2,1,2,32,32,1536,0.154461,0.018461870346069335,0.012967,0.18588987034606932,0.0633115,15.084501127685545,66.29320993351489,724.3409924483341,58.61843705274586,1.0
Llama2-70B,2,1,2,32,32,1664,0.15659,0.018461870346069335,0.013847,0.18889887034606934,0.0633115,15.325221127685547,65.25191327865835,727.1534625771048,58.045968977672985,1.0
Llama2-70B,2,1,2,32,32,1792,0.158685,0.018461870346069335,0.014727,0.19187387034606931,0.0633115,15.563221127685544,64.25405073896249,729.9652004579344,57.50111860430525,1.0
Llama2-70B,2,1,2,32,32,1920,0.160829,0.018461870346069335,0.015607,0.19489787034606934,0.0633115,15.805141127685546,63.27055177307593,732.7780427558554,56.95319584433278,1.0
Llama2-70B,2,1,2,32,32,2048,0.162973,0.018461870346069335,0.016486999999999998,0.19792187034606934,0.0633115,16.047061127685545,62.31670659462548,735.590885053777,56.41968953858747,1.0
Llama2-70B,2,1,2,32,32,2176,0.17356,0.018461870346069335,0.017367,0.20938887034606932,0.0633115,16.964421127685544,58.94689789137709,752.3098361561676,54.18225946042923,1.0
Llama2-70B,2,1,2,32,32,2304,0.175655,0.018461870346069335,0.018247000000000003,0.21236387034606935,0.0633115,17.202421127685547,58.131352126393516,755.1215740369971,53.73612863546419,1.0
Llama2-70B,2,1,2,32,32,2432,0.177799,0.018461870346069335,0.019127,0.21538787034606935,0.0633115,17.444341127685547,57.32518027940425,757.9344163349188,53.28590264392084,1.0
Llama2-70B,2,1,2,32,32,2560,0.179943,0.018461870346069335,0.020007,0.21841187034606932,0.0633115,17.686261127685544,56.54106273680591,760.7472586328399,52.84640543344559,1.0
Llama2-70B,2,1,2,32,32,2688,0.182072,0.018461870346069335,0.020887000000000003,0.22142087034606933,0.0633115,17.926981127685547,55.78184039339726,763.5597287616107,52.4215508673499,1.0
Llama2-70B,2,1,2,32,32,2816,0.184167,0.018461870346069335,0.021767,0.22439587034606934,0.0633115,18.164981127685547,55.050979297516776,766.37146664244,52.016068747552474,1.0
Llama2-70B,2,1,2,32,32,2944,0.186311,0.018461870346069335,0.022647,0.22741987034606934,0.0633115,18.406901127685547,54.327449963639715,769.184308940361,51.60620608420606,1.0
Llama2-70B,2,1,2,32,32,3072,0.188455,0.018461870346069335,0.023527000000000003,0.23044387034606933,0.0633115,18.648821127685547,53.622692456169595,771.9971512382825,51.205669207389185,1.0
Llama2-70B,2,1,2,32,32,3200,0.199042,0.018461870346069335,0.024407,0.24191087034606934,0.0633115,19.566181127685546,51.10859362254552,788.7161023406734,49.53201474692987,1.0
