Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,14,1,14,32,32,128,0.0232955,0.014334248695373534,0.00290525,0.04053499869537353,0.0106835,1.7820834478149412,561.140950625026,228.94590795555462,245.69756815216948,1.0
Llama2-13B,14,1,14,32,32,256,0.0244155,0.014334248695373534,0.00345525,0.04220499869537354,0.0106835,1.8488834478149414,540.8669763266181,229.42716379630028,234.91958366232546,1.0
Llama2-13B,14,1,14,32,32,384,0.025498,0.014334248695373534,0.00400525,0.04383749869537354,0.0106835,1.9141834478149415,522.4159686165448,229.90802386754515,225.41770321941445,1.0
Llama2-13B,14,1,14,32,32,512,0.026613,0.014334248695373534,0.00455525,0.04550249869537354,0.0106835,1.9807834478149415,504.8507453468113,230.3892339176407,216.4254630421605,1.0
Llama2-13B,14,1,14,32,32,640,0.0277755,0.014334248695373534,0.00510525,0.04721499869537354,0.0106835,2.0492834478149415,487.9754438392868,230.87097887253734,207.8009206607778,1.0
Llama2-13B,14,1,14,32,32,768,0.0288955,0.014334248695373534,0.00565525,0.048884998695373535,0.0106835,2.1160834478149417,472.57115546770876,231.352234713283,200.16285815549392,1.0
Llama2-13B,14,1,14,32,32,896,0.029978,0.014334248695373534,0.00620525,0.05051749869537354,0.0106835,2.1813834478149414,458.4246758641562,231.83309478452787,193.33602540573747,1.0
Llama2-13B,14,1,14,32,32,1024,0.031093,0.014334248695373534,0.00675525,0.05218249869537353,0.0106835,2.2479834478149407,444.8431330631053,232.31430483462353,186.7898762057564,1.0
Llama2-13B,14,1,14,32,32,1152,0.0336455,0.014334248695373534,0.00730525,0.05528499869537354,0.0106835,2.372083447814941,421.5703292062326,234.1076991687952,173.95171655109544,1.0
Llama2-13B,14,1,14,32,32,1280,0.0347655,0.014334248695373534,0.007855250000000001,0.056954998695373536,0.0106835,2.4388834478149413,410.0236937914872,234.58895500954083,168.69378766991758,1.0
Llama2-13B,14,1,14,32,32,1408,0.035848,0.014334248695373534,0.00840525,0.05858749869537354,0.0106835,2.5041834478149414,399.33176655750333,235.0698150807858,163.93509755131785,1.0
Llama2-13B,14,1,14,32,32,1536,0.036963,0.014334248695373534,0.00895525,0.06025249869537354,0.0106835,2.570783447814941,388.9864783632236,235.55102513088136,159.31541347488118,1.0
Llama2-13B,14,1,14,32,32,1664,0.0381255,0.014334248695373534,0.00950525,0.06196499869537354,0.0106835,2.6392834478149414,378.8907177923229,236.03277008577794,154.77355712435107,1.0
Llama2-13B,14,1,14,32,32,1792,0.0392455,0.014334248695373534,0.01005525,0.06363499869537353,0.0106835,2.706083447814941,369.5377542061616,236.51402592652357,150.6631498684712,1.0
Llama2-13B,14,1,14,32,32,1920,0.040328,0.014334248695373534,0.010605249999999998,0.06526749869537353,0.0106835,2.771383447814941,360.83061720976804,236.99488599776848,146.9170836625722,1.0
Llama2-13B,14,1,14,32,32,2048,0.041443,0.014334248695373534,0.01115525,0.06693249869537354,0.0106835,2.8379834478149415,352.36287257768663,237.476096047864,143.25464858230825,1.0
Llama2-13B,14,1,14,32,32,2176,0.0439635,0.014334248695373534,0.011705249999999999,0.07000299869537353,0.0106835,2.960803447814941,337.74616168391566,239.18840420049443,136.01533328812226,1.0
Llama2-13B,14,1,14,32,32,2304,0.0450835,0.014334248695373534,0.01225525,0.07167299869537352,0.0106835,3.0276034478149407,330.29424666619155,239.6696600412402,132.90320185946084,1.0
Llama2-13B,14,1,14,32,32,2432,0.046166,0.014334248695373534,0.012805249999999999,0.07330549869537353,0.0106835,3.092903447814941,323.3207944808219,240.150520112485,130.0472859422979,1.0
Llama2-13B,14,1,14,32,32,2560,0.047281,0.014334248695373534,0.01335525,0.07497049869537353,0.0106835,3.159503447814941,316.50543084280633,240.6317301625806,127.23489888252188,1.0
Llama2-13B,14,1,14,32,32,2688,0.0484435,0.014334248695373534,0.01390525,0.07668299869537352,0.0106835,3.228003447814941,309.78901236208634,241.1134751174772,124.43025128111981,1.0
Llama2-13B,14,1,14,32,32,2816,0.0495635,0.014334248695373534,0.014455250000000001,0.07835299869537354,0.0106835,3.2948034478149415,303.50824133779,241.5947309582229,121.8612138762511,1.0
