Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,17,80,1,32,6,128,1.103684,0.0014614998626708985,0.016434999999999998,1.121580499862671,0.6331625,90.50960248901369,883.8841161600574,634.9879962512186,575.3349656706254,0.9411764705882353
Llama2-70B,17,80,1,32,6,256,1.115872,0.0014614998626708985,0.020835000000000003,1.1381684998626709,0.6331625,91.83664248901367,871.1119857149647,637.3343087017,571.1535988910022,0.9411764705882353
Llama2-70B,17,80,1,32,6,384,1.128078,0.0014614998626708985,0.025234999999999997,1.1547744998626708,0.6331625,93.16512248901367,858.690439755863,639.5392396403729,566.9282085461938,0.9411764705882353
Llama2-70B,17,80,1,32,6,512,1.143556,0.0014614998626708985,0.029635,1.174652499862671,0.6331625,94.75536248901369,844.2793937839192,642.9539933646917,562.2409338630481,0.9411764705882353
Llama2-70B,17,80,1,32,6,640,1.155744,0.0014614998626708985,0.034034999999999996,1.191240499862671,0.6331625,96.08240248901369,832.6186474068173,645.3003058151734,558.3419042756642,0.9411764705882353
Llama2-70B,17,80,1,32,6,768,1.16795,0.0014614998626708985,0.038435,1.207846499862671,0.6331625,97.41088248901369,821.263476480902,647.503089569846,554.3928161050096,0.9411764705882353
Llama2-70B,17,80,1,32,6,896,1.183428,0.0014614998626708985,0.042835,1.2277244998626708,0.6331625,99.00112248901367,808.0716459439917,650.9199904781648,550.0292290516745,0.9411764705882353
Llama2-70B,17,80,1,32,6,1024,1.195616,0.0014614998626708985,0.04723499999999999,1.244312499862671,0.6331625,100.32816248901368,797.3832871578836,653.2663029286467,546.384711252314,0.9411764705882353
Llama2-70B,17,80,1,32,6,1152,1.218216,0.0014614998626708985,0.051635,1.271312499862671,0.6331625,102.48816248901369,780.5779521959493,658.9374872363745,540.9036552108776,0.9411764705882353
Llama2-70B,17,80,1,32,6,1280,1.233694,0.0014614998626708985,0.056035,1.291190499862671,0.6331625,104.07840248901368,768.6513060040929,662.3573730850933,536.8895148108795,0.9411764705882353
Llama2-70B,17,80,1,32,6,1408,1.245882,0.0014614998626708985,0.060435,1.307778499862671,0.6331625,105.40544248901368,758.9740919529685,664.7036855355749,533.5205786226746,0.9411764705882353
Llama2-70B,17,80,1,32,6,1536,1.258088,0.0014614998626708985,0.064835,1.324384499862671,0.6331625,106.73392248901368,749.5274054809945,666.9013371658476,530.0911678402845,0.9411764705882353
Llama2-70B,17,80,1,32,6,1664,1.273566,0.0014614998626708985,0.069235,1.3442624998626709,0.6331625,108.32416248901367,738.5240574383731,670.3233701985662,526.3357927257531,0.9411764705882353
Llama2-70B,17,80,1,32,6,1792,1.285754,0.0014614998626708985,0.073635,1.360850499862671,0.6331625,109.65120248901368,729.5861621582806,672.669682649048,523.1713707669182,0.9411764705882353
Llama2-70B,17,80,1,32,6,1920,1.29796,0.0014614998626708985,0.078035,1.377456499862671,0.6331625,110.97968248901368,720.8526660537123,674.865187095321,519.9429775149628,0.9411764705882353
Llama2-70B,17,80,1,32,6,2048,1.313438,0.0014614998626708985,0.082435,1.397334499862671,0.6331625,112.56992248901369,710.66940645542,678.2893673120398,516.4228287228175,0.9411764705882353
Llama2-70B,17,80,1,32,6,2176,1.33602,0.0014614998626708985,0.086835,1.424316499862671,0.6331625,114.72848248901369,697.2985109226101,684.1070652559763,512.048521171821,0.9411764705882353
Llama2-70B,17,80,1,32,6,2304,1.348226,0.0014614998626708985,0.09123500000000001,1.4409224998626708,0.6331625,116.05696248901367,689.3166793640069,686.2995847618492,509.03897770985645,0.9411764705882353
Llama2-70B,17,80,1,32,6,2432,1.363704,0.0014614998626708985,0.09563500000000001,1.460800499862671,0.6331625,117.64720248901368,679.9991696145149,689.7267499189678,505.77453019054565,0.9411764705882353
Llama2-70B,17,80,1,32,6,2560,1.375892,0.0014614998626708985,0.100035,1.477388499862671,0.6331625,118.97424248901368,672.4144514505933,692.0730623694495,502.9995540125603,0.9411764705882353
Llama2-70B,17,80,1,32,6,2688,1.388098,0.0014614998626708985,0.10443500000000001,1.493994499862671,0.6331625,120.30272248901369,664.9891070196336,694.2634346913225,500.15448094538175,0.9411764705882353
Llama2-70B,17,80,1,32,6,2816,1.403576,0.0014614998626708985,0.10883500000000002,1.513872499862671,0.6331625,121.89296248901368,656.3135259528249,697.692747032441,497.0822720197845,0.9411764705882353
Llama2-70B,17,80,1,32,6,2944,1.415764,0.0014614998626708985,0.113235,1.530460499862671,0.6331625,123.22000248901368,649.2452392794978,700.0390594829229,494.46027691262293,0.9411764705882353
Llama2-70B,17,80,1,32,6,3072,1.42797,0.0014614998626708985,0.11763500000000002,1.5470664998626709,0.6331625,124.54848248901368,642.3201503643911,702.2272846207954,491.76613277645583,0.9411764705882353
Llama2-70B,17,80,1,32,6,3200,1.453842,0.0014614998626708985,0.122035,1.577338499862671,0.6331625,126.97024248901369,630.0688919840579,709.1301296393696,487.76285843947926,0.9411764705882353
Llama2-70B,17,80,1,32,6,3328,1.46603,0.0014614998626708985,0.126435,1.593926499862671,0.6331625,128.2972824890137,623.5517888451809,711.4764420898509,485.30824204815116,0.9411764705882353
Llama2-70B,17,80,1,32,6,3456,1.478236,0.0014614998626708985,0.130835,1.610532499862671,0.6331625,129.62576248901368,617.1612684382885,713.6616822873241,482.7792600689767,0.9411764705882353
Llama2-70B,17,80,1,32,6,3584,1.493714,0.0014614998626708985,0.135235,1.630410499862671,0.6331625,131.21600248901368,609.6817345635732,717.0961267528428,480.07592266849116,0.9411764705882353
Llama2-70B,17,80,1,32,6,3712,1.505902,0.0014614998626708985,0.139635,1.646998499862671,0.6331625,132.5430424890137,603.5775133699009,719.442439203324,477.7485116583444,0.9411764705882353
Llama2-70B,17,80,1,32,6,3840,1.518108,0.0014614998626708985,0.14403500000000002,1.6636044998626711,0.6331625,133.8715224890137,597.5878851050288,721.6255322167972,475.3453194481533,0.9411764705882353
Llama2-70B,17,80,1,32,6,3968,1.533586,0.0014614998626708985,0.148435,1.683482499862671,0.6331625,135.46176248901367,590.5725610685763,725.0621238663159,472.788695166959,0.9411764705882353
