Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,30,80,1,32,10,128,0.66696,0.0014614998626708985,0.009861,0.6782824998626709,0.382388,54.79498798901366,1459.987545138981,648.719185007783,972.6508111547662,0.9
Llama2-70B,30,80,1,32,10,256,0.675477,0.0014614998626708985,0.012501000000000002,0.6894394998626708,0.382388,55.687547989013666,1436.5868652680276,651.3984978176857,964.3533352248643,0.9
Llama2-70B,30,80,1,32,10,384,0.684001,0.0014614998626708985,0.015140999999999998,0.7006034998626708,0.382388,56.58066798901366,1413.9104899845597,654.446097024553,956.7911406921236,0.9
Llama2-70B,30,80,1,32,10,512,0.692525,0.0014614998626708985,0.017780999999999998,0.7117674998626708,0.382388,57.473787989013665,1391.9388785596018,657.3095819524897,949.1492465289915,0.9
Llama2-70B,30,80,1,32,10,640,0.69776,0.0014614998626708985,0.020420999999999995,0.7196424998626709,0.382388,58.10378798901367,1376.8465494044294,658.4225562922553,943.6232462340273,0.9
Llama2-70B,30,80,1,32,10,768,0.706272,0.0014614998626708985,0.023060999999999998,0.7307944998626709,0.382388,58.995947989013665,1356.0253327041673,661.4721920146494,936.5686194761358,0.9
Llama2-70B,30,80,1,32,10,896,0.714789,0.0014614998626708985,0.025701,0.7419514998626708,0.382388,59.88850798901366,1335.8155460255534,664.1479619029459,929.1524658366957,0.9
Llama2-70B,30,80,1,32,10,1024,0.723313,0.0014614998626708985,0.028340999999999998,0.7531154998626708,0.382388,60.78162798901366,1316.187187589975,667.1991083158134,922.421010428146,0.9
Llama2-70B,30,80,1,32,10,1152,0.737081,0.0014614998626708985,0.030980999999999998,0.7695234998626709,0.382388,62.094267989013666,1288.3636862287256,673.0465821726964,913.1243135729947,0.9
Llama2-70B,30,80,1,32,10,1280,0.742316,0.0014614998626708985,0.033621,0.7773984998626708,0.382388,62.72426798901367,1275.4234136939185,674.1552960569118,908.1783176664813,0.9
