Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,23,1,23,32,32,128,0.0170625,0.011994766387939452,0.00233,0.031387266387939455,0.0089525,1.1633450244140624,859.5902152963316,209.62907994417492,383.93604385380024,1.0
Llama2-7B,23,1,23,32,32,256,0.0179185,0.011994766387939452,0.00277,0.032683266387939454,0.0089525,1.2048170244140624,830.001551884054,209.87837668027566,366.02948189070594,1.0
Llama2-7B,23,1,23,32,32,384,0.01878,0.011994766387939452,0.00321,0.03398476638793945,0.0089525,1.2464650244140623,802.2688004984974,210.12772675322844,349.6534324301592,1.0
Llama2-7B,23,1,23,32,32,512,0.019631,0.011994766387939452,0.00365,0.03527576638793945,0.0089525,1.2877770244140623,776.5319469455509,210.37698250440909,334.8928074607908,1.0
Llama2-7B,23,1,23,32,32,640,0.0204865,0.011994766387939452,0.00409,0.03657126638793945,0.0089525,1.3292330244140622,752.3135384337963,210.62630493177778,321.288264423794,1.0
Llama2-7B,23,1,23,32,32,768,0.0213425,0.011994766387939452,0.00453,0.03786726638793945,0.0089525,1.3707050244140622,729.5515681263895,210.87560166787847,308.76713375289694,1.0
Llama2-7B,23,1,23,32,32,896,0.022204,0.011994766387939452,0.0049700000000000005,0.03916876638793945,0.0089525,1.4123530244140623,708.0382756392413,211.1249517408313,297.1381166411897,1.0
Llama2-7B,23,1,23,32,32,1024,0.023055,0.011994766387939452,0.00541,0.04045976638793945,0.0089525,1.4536650244140623,687.9163928450959,211.37420749201192,286.50808866299593,1.0
Llama2-7B,23,1,23,32,32,1152,0.0246725,0.011994766387939452,0.00585,0.04251726638793945,0.0089525,1.5195050244140622,658.1090446776318,212.23360860618894,268.81346717776484,1.0
Llama2-7B,23,1,23,32,32,1280,0.0255285,0.011994766387939452,0.0062900000000000005,0.04381326638793945,0.0089525,1.5609770244140622,640.6244194243449,212.48290534228968,260.105011729892,1.0
Llama2-7B,23,1,23,32,32,1408,0.02639,0.011994766387939452,0.006730000000000001,0.04511476638793945,0.0089525,1.6026250244140623,623.9762793954944,212.73225541524243,251.90916944775773,1.0
Llama2-7B,23,1,23,32,32,1536,0.027241,0.011994766387939452,0.00717,0.04640576638793945,0.0089525,1.6439370244140623,608.2958076550551,212.98151116642302,244.325546931123,1.0
Llama2-7B,23,1,23,32,32,1664,0.0280965,0.011994766387939452,0.0076100000000000004,0.04770126638793945,0.0089525,1.6853930244140622,593.3334157162876,213.23083359379171,237.16347409129216,1.0
Llama2-7B,23,1,23,32,32,1792,0.0289525,0.011994766387939452,0.008050000000000002,0.048997266387939456,0.0089525,1.7268650244140624,579.084054550996,213.48013032989246,230.42065703511406,1.0
Llama2-7B,23,1,23,32,32,1920,0.029814,0.011994766387939452,0.008490000000000001,0.05029876638793945,0.0089525,1.7685130244140623,565.4467828029237,213.72948040284524,224.02382312299306,1.0
Llama2-7B,23,1,23,32,32,2048,0.030665,0.011994766387939452,0.00893,0.051589766387939454,0.0089525,1.8098250244140623,552.5396027296914,213.97873615402594,218.06083498494397,1.0
Llama2-7B,23,1,23,32,32,2176,0.0322465,0.011994766387939452,0.00937,0.05361126638793945,0.0089525,1.8745130244140622,533.4718868184879,214.77644766151116,208.1393016117168,1.0
Llama2-7B,23,1,23,32,32,2304,0.0331025,0.011994766387939452,0.00981,0.054907266387939455,0.0089525,1.9159850244140624,521.9247474576766,215.02574439761187,202.99235744808914,1.0
Llama2-7B,23,1,23,32,32,2432,0.033964,0.011994766387939452,0.010249999999999999,0.05620876638793945,0.0089525,1.9576330244140623,510.82096977767793,215.2750944705647,198.07286250751233,1.0
Llama2-7B,23,1,23,32,32,2560,0.034815,0.011994766387939452,0.010689999999999998,0.057499766387939445,0.0089525,1.998945024414062,500.2638830915941,215.5243502217452,193.45500343040476,1.0
Llama2-7B,23,1,23,32,32,2688,0.0356705,0.011994766387939452,0.011130000000000001,0.05879526638793946,0.0089525,2.0404010244140625,490.0997343339248,215.77367264911393,189.0337189073552,1.0
Llama2-7B,23,1,23,32,32,2816,0.0365265,0.011994766387939452,0.01157,0.06009126638793945,0.0089525,2.081873024414062,480.3366911781027,216.02296938521468,184.81699022046894,1.0
Llama2-7B,23,1,23,32,32,2944,0.037388,0.011994766387939452,0.01201,0.06139276638793945,0.0089525,2.1235210244140625,470.91598741101575,216.27231945816754,180.76682312687856,1.0
Llama2-7B,23,1,23,32,32,3072,0.038239,0.011994766387939452,0.01245,0.06268376638793946,0.0089525,2.1648330244140626,461.9293907301057,216.52157520934813,176.94759866346217,1.0
Llama2-7B,23,1,23,32,32,3200,0.0398205,0.011994766387939452,0.012889999999999999,0.06470526638793946,0.0089525,2.2295210244140624,448.5268311218589,217.31928671683346,170.54601800331602,1.0
Llama2-7B,23,1,23,32,32,3328,0.0406765,0.011994766387939452,0.013329999999999998,0.06600126638793945,0.0089525,2.270993024414062,440.33600686995044,217.56858345293418,167.14855587142927,1.0
Llama2-7B,23,1,23,32,32,3456,0.041538,0.011994766387939452,0.013770000000000001,0.06730276638793946,0.0089525,2.3126410244140625,432.40606278415515,217.81793352588693,163.86947909586326,1.0
Llama2-7B,23,1,23,32,32,3584,0.042389,0.011994766387939452,0.01421,0.06859376638793946,0.0089525,2.3539530244140625,424.81731352685614,218.06718927706757,160.76339769535403,1.0
Llama2-7B,23,1,23,32,32,3712,0.0432445,0.011994766387939452,0.01465,0.06988926638793945,0.0089525,2.3954090244140622,417.46523863272523,218.31651170443624,157.76320666821525,1.0
Llama2-7B,23,1,23,32,32,3840,0.0441005,0.011994766387939452,0.01509,0.07118526638793946,0.0089525,2.4368810244140624,410.3606166987351,218.56580844053693,154.87764342279067,1.0
Llama2-7B,23,1,23,32,32,3968,0.044962,0.011994766387939452,0.015529999999999999,0.07248676638793945,0.0089525,2.4785290244140623,403.46511586097137,218.81515851348976,152.08339716975567,1.0
Llama2-7B,23,1,23,32,32,4096,0.045813,0.011994766387939452,0.015969999999999998,0.07377776638793945,0.0089525,2.5198410244140623,396.85043235317977,219.06441426467043,149.4283925036769,1.0
