Model,N_L,N_T,n_instances,TP_per_instance,Tput_L,Tput_T,system_tput,TTFT_L_s,req_lat_T_packed_s,req_lat_T_cent_s,packing_gain_pct,cpb_ceil,cpb_floor,idle_T,kv_slack_L,kv_slack_T,C_max_4096_T,C_need_T,saturated,alpha_req,alpha_tok,lambda_tok_s,load_L,load_T,lambda_max,headroom_ratio,ttft_bar_s,meets_load,meets_kv,unsaturated,in_eps_band,selectable,is_best
Llama2-13B,11,21,1,11,390.4,4402.4,4792.9,0.604,18.75,19.189,2.3,16,32,1,48.562,2.371,94.8,40,True,0.3,0.3,3792.7,1137.8,2654.9,1301.3,0.343,0.906,False,True,False,True,False,False
Llama2-13B,12,20,6,2,1617.7,4402.4,6020.1,0.946,19.189,19.189,0.0,16,16,0,2.482,2.371,94.8,40,False,0.3,0.3,3792.7,1137.8,2654.9,5392.3,1.422,0.906,True,True,True,False,True,False
Llama2-13B,12,20,4,3,1209.3,4402.4,5611.7,0.83,19.189,19.189,0.0,16,16,0,7.602,2.371,94.8,40,False,0.3,0.3,3792.7,1137.8,2654.9,4031.0,1.063,0.906,True,True,True,True,True,True
Llama2-13B,12,20,3,4,981.5,4402.4,5383.9,0.755,19.189,19.189,0.0,16,16,0,12.722,2.371,94.8,40,False,0.3,0.3,3792.7,1137.8,2654.9,3271.7,0.863,0.906,False,True,True,True,False,False
Llama2-13B,12,20,2,6,714.8,4402.4,5117.2,0.678,19.189,19.189,0.0,16,16,0,22.962,2.371,94.8,40,False,0.3,0.3,3792.7,1137.8,2654.9,2382.7,0.628,0.906,False,True,True,True,False,False
Llama2-13B,12,20,1,12,388.9,4402.4,4791.3,0.608,19.189,19.189,0.0,16,16,0,53.682,2.371,94.8,40,True,0.3,0.3,3792.7,1137.8,2654.9,1296.3,0.342,0.906,False,True,False,True,False,False
Llama2-13B,13,19,1,13,385.7,2853.6,3239.3,0.615,20.909,29.605,29.3,10,16,5,58.802,1.411,56.4,40,True,0.3,0.3,3792.7,1137.8,2654.9,1285.7,0.339,0.906,False,True,False,True,False,False
Llama2-13B,14,18,7,2,1887.3,2853.6,4740.9,0.946,22.444,29.605,24.1,10,16,4,2.482,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,4076.6,1.075,0.906,True,True,True,False,True,False
Llama2-13B,14,18,2,7,725.3,2853.6,3578.9,0.667,22.444,29.605,24.1,10,16,4,28.082,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,2417.7,0.637,0.906,False,True,True,True,False,False
Llama2-13B,14,18,1,14,396.7,2853.6,3250.3,0.591,22.444,29.605,24.1,10,16,4,63.922,1.411,56.4,40,True,0.3,0.3,3792.7,1137.8,2654.9,1322.3,0.349,0.906,False,True,False,True,False,False
Llama2-13B,15,17,5,3,1511.6,2853.6,4365.2,0.83,23.978,29.605,19.0,10,16,3,7.602,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,4076.6,1.075,0.906,True,True,True,True,True,False
Llama2-13B,15,17,3,5,1053.1,2853.6,3906.7,0.692,23.978,29.605,19.0,10,16,3,17.842,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,3510.3,0.926,0.906,False,True,True,True,False,False
Llama2-13B,15,17,1,15,395.1,2853.6,3248.7,0.595,23.978,29.605,19.0,10,16,3,69.042,1.411,56.4,40,True,0.3,0.3,3792.7,1137.8,2654.9,1317.0,0.347,0.906,False,True,False,True,False,False
Llama2-13B,16,16,8,2,2156.9,2853.6,5010.5,0.946,25.513,29.605,13.8,10,16,2,2.482,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,4076.6,1.075,0.906,True,True,True,False,True,False
Llama2-13B,16,16,4,4,1308.7,2853.6,4162.3,0.755,25.513,29.605,13.8,10,16,2,12.722,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,4076.6,1.075,0.906,True,True,True,True,True,False
Llama2-13B,16,16,2,8,725.1,2853.6,3578.7,0.667,25.513,29.605,13.8,10,16,2,33.202,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,2417.0,0.637,0.906,False,True,True,True,False,False
Llama2-13B,16,16,1,16,393.8,2853.6,3247.4,0.597,25.513,29.605,13.8,10,16,2,74.162,1.411,56.4,40,True,0.3,0.3,3792.7,1137.8,2654.9,1312.7,0.346,0.906,False,True,False,True,False,False
Llama2-13B,17,15,1,17,391.1,2853.6,3244.7,0.603,27.047,29.605,8.6,10,16,1,79.282,1.411,56.4,40,True,0.3,0.3,3792.7,1137.8,2654.9,1303.7,0.344,0.906,False,True,False,True,False,False
Llama2-13B,18,14,9,2,2426.5,2853.6,5280.1,0.946,28.582,29.605,3.4,10,16,0,2.482,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,4076.6,1.075,0.906,True,True,True,False,True,False
Llama2-13B,18,14,6,3,1813.9,2853.6,4667.5,0.83,28.582,29.605,3.4,10,16,0,7.602,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,4076.6,1.075,0.906,True,True,True,True,True,False
Llama2-13B,18,14,3,6,1072.2,2853.6,3925.8,0.678,28.582,29.605,3.4,10,16,0,22.962,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,3574.0,0.942,0.906,False,True,True,True,False,False
Llama2-13B,18,14,2,9,738.5,2853.6,3592.1,0.651,28.582,29.605,3.4,10,16,0,38.322,1.411,56.4,40,False,0.3,0.3,3792.7,1137.8,2654.9,2461.7,0.649,0.906,False,True,True,True,False,False
Llama2-13B,18,14,1,18,397.9,2853.6,3251.5,0.589,28.582,29.605,3.4,10,16,0,84.402,1.411,56.4,40,True,0.3,0.3,3792.7,1137.8,2654.9,1326.3,0.35,0.906,False,True,False,True,False,False
Llama2-13B,19,13,1,19,395.7,2269.2,2664.9,0.593,30.48,37.229,18.4,8,10,3,89.522,1.091,43.6,40,True,0.3,0.3,3792.7,1137.8,2654.9,1319.0,0.348,0.906,False,True,False,True,False,False
Llama2-13B,20,12,10,2,2696.2,2269.2,4965.3,0.946,32.73,37.229,12.3,8,10,2,2.482,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,3241.7,0.855,0.906,False,True,True,False,False,False
Llama2-13B,20,12,5,4,1635.8,2269.2,3905.0,0.755,32.73,37.229,12.3,8,10,2,12.722,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,3241.7,0.855,0.906,False,True,True,True,False,False
Llama2-13B,20,12,4,5,1404.2,2269.2,3673.4,0.692,32.73,37.229,12.3,8,10,2,17.842,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,3241.7,0.855,0.906,False,True,True,True,False,False
Llama2-13B,20,12,2,10,778.0,2269.2,3047.2,0.607,32.73,37.229,12.3,8,10,2,43.442,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,2593.3,0.684,0.906,False,True,True,True,False,False
Llama2-13B,20,12,1,20,393.6,2269.2,2662.8,0.598,32.73,37.229,12.3,8,10,2,94.642,1.091,43.6,40,True,0.3,0.3,3792.7,1137.8,2654.9,1312.0,0.346,0.906,False,True,False,True,False,False
Llama2-13B,21,11,7,3,2116.2,2269.2,4385.4,0.83,34.979,37.229,6.1,8,10,1,7.602,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,3241.7,0.855,0.906,False,True,True,True,False,False
Llama2-13B,21,11,3,7,1088.0,2269.2,3357.2,0.667,34.979,37.229,6.1,8,10,1,28.082,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,3241.7,0.855,0.906,False,True,True,True,False,False
Llama2-13B,21,11,1,21,393.4,2269.2,2662.6,0.598,34.979,37.229,6.1,8,10,1,99.762,1.091,43.6,40,True,0.3,0.3,3792.7,1137.8,2654.9,1311.3,0.346,0.906,False,True,False,True,False,False
Llama2-13B,22,10,11,2,2965.8,2269.2,5235.0,0.946,37.229,37.229,0.0,8,8,0,2.482,1.091,43.6,40,False,0.3,0.3,3792.7,1137.8,2654.9,3241.7,0.855,0.906,False,True,True,False,False,False
Llama2-13B,22,10,2,11,780.9,2269.2,3050.1,0.604,37.229,37.229,0.0,8,8,0,48.562,1.091,43.6,40,True,0.3,0.3,3792.7,1137.8,2654.9,2603.0,0.686,0.906,False,True,False,True,False,False
Llama2-13B,22,10,1,22,391.4,2269.2,2660.6,0.602,37.229,37.229,0.0,8,8,0,104.882,1.091,43.6,40,True,0.3,0.3,3792.7,1137.8,2654.9,1304.7,0.344,0.906,False,True,False,True,False,False
Llama2-13B,2,30,1,2,269.6,4402.4,4672.1,0.946,14.796,19.189,23.0,16,32,10,2.482,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,898.7,0.219,1.1352,False,True,True,True,False,False
Llama2-13B,3,29,1,3,302.3,4402.4,4704.8,0.83,15.235,19.189,20.7,16,32,9,7.602,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1007.7,0.245,1.1352,False,True,True,True,False,False
Llama2-13B,4,28,2,2,539.2,4402.4,4941.7,0.946,15.675,19.189,18.4,16,32,8,2.482,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1797.3,0.437,1.1352,False,True,True,True,False,False
Llama2-13B,4,28,1,4,327.2,4402.4,4729.6,0.755,15.675,19.189,18.4,16,32,8,12.722,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1090.7,0.265,1.1352,False,True,True,True,False,False
Llama2-13B,5,27,1,5,351.0,4402.4,4753.5,0.692,16.114,19.189,16.1,16,32,7,17.842,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1170.0,0.285,1.1352,False,True,True,True,False,False
Llama2-13B,6,26,3,2,808.8,4402.4,5211.3,0.946,16.553,19.189,13.8,16,32,6,2.482,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,2696.0,0.656,1.1352,False,True,True,True,False,False
Llama2-13B,6,26,2,3,604.6,4402.4,5007.1,0.83,16.553,19.189,13.8,16,32,6,7.602,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,2015.3,0.491,1.1352,False,True,True,True,False,False
Llama2-13B,6,26,1,6,357.4,4402.4,4759.8,0.678,16.553,19.189,13.8,16,32,6,22.962,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1191.3,0.29,1.1352,False,True,True,True,False,False
Llama2-13B,7,25,1,7,362.7,4402.4,4765.1,0.667,16.993,19.189,11.5,16,32,5,28.082,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1209.0,0.294,1.1352,False,True,True,True,False,False
Llama2-13B,8,24,4,2,1078.5,4402.4,5480.9,0.946,17.432,19.189,9.2,16,32,4,2.482,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,3595.0,0.875,1.1352,False,True,True,True,False,False
Llama2-13B,8,24,2,4,654.3,4402.4,5056.8,0.755,17.432,19.189,9.2,16,32,4,12.722,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,2181.0,0.531,1.1352,False,True,True,True,False,False
Llama2-13B,8,24,1,8,362.6,4402.4,4765.0,0.667,17.432,19.189,9.2,16,32,4,33.202,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1208.7,0.294,1.1352,False,True,True,True,False,False
Llama2-13B,9,23,3,3,906.9,4402.4,5309.4,0.83,17.871,19.189,6.9,16,32,3,7.602,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,3023.0,0.736,1.1352,False,True,True,True,False,False
Llama2-13B,9,23,1,9,369.3,4402.4,4771.7,0.651,17.871,19.189,6.9,16,32,3,38.322,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1231.0,0.3,1.1352,False,True,True,True,False,False
Llama2-13B,10,22,5,2,1348.1,4402.4,5750.5,0.946,18.311,19.189,4.6,16,32,2,2.482,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,4493.7,1.094,1.1352,True,True,True,True,True,True
Llama2-13B,10,22,2,5,702.1,4402.4,5104.5,0.692,18.311,19.189,4.6,16,32,2,17.842,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,2340.3,0.57,1.1352,False,True,True,True,False,False
Llama2-13B,10,22,1,10,389.0,4402.4,4791.4,0.607,18.311,19.189,4.6,16,32,2,43.442,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,1296.7,0.316,1.1352,False,True,True,True,False,False
Llama2-13B,11,21,1,11,390.4,4402.4,4792.9,0.604,18.75,19.189,2.3,16,32,1,48.562,2.371,94.8,40,True,0.3,0.3,4108.7,1232.6,2876.1,1301.3,0.317,1.1352,False,True,False,True,False,False
Llama2-13B,12,20,6,2,1617.7,4402.4,6020.1,0.946,19.189,19.189,0.0,16,16,0,2.482,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,5392.3,1.312,1.1352,True,True,True,True,True,False
Llama2-13B,12,20,4,3,1209.3,4402.4,5611.7,0.83,19.189,19.189,0.0,16,16,0,7.602,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,4031.0,0.981,1.1352,False,True,True,True,False,False
Llama2-13B,12,20,3,4,981.5,4402.4,5383.9,0.755,19.189,19.189,0.0,16,16,0,12.722,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,3271.7,0.796,1.1352,False,True,True,True,False,False
Llama2-13B,12,20,2,6,714.8,4402.4,5117.2,0.678,19.189,19.189,0.0,16,16,0,22.962,2.371,94.8,40,False,0.3,0.3,4108.7,1232.6,2876.1,2382.7,0.58,1.1352,False,True,True,True,False,False
Llama2-13B,12,20,1,12,388.9,4402.4,4791.3,0.608,19.189,19.189,0.0,16,16,0,53.682,2.371,94.8,40,True,0.3,0.3,4108.7,1232.6,2876.1,1296.3,0.316,1.1352,False,True,False,True,False,False
Llama2-13B,13,19,1,13,385.7,2853.6,3239.3,0.615,20.909,29.605,29.3,10,16,5,58.802,1.411,56.4,40,True,0.3,0.3,4108.7,1232.6,2876.1,1285.7,0.313,1.1352,False,True,False,True,False,False
Llama2-13B,14,18,7,2,1887.3,2853.6,4740.9,0.946,22.444,29.605,24.1,10,16,4,2.482,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,4076.6,0.992,1.1352,False,True,True,True,False,False
Llama2-13B,14,18,2,7,725.3,2853.6,3578.9,0.667,22.444,29.605,24.1,10,16,4,28.082,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,2417.7,0.588,1.1352,False,True,True,True,False,False
Llama2-13B,14,18,1,14,396.7,2853.6,3250.3,0.591,22.444,29.605,24.1,10,16,4,63.922,1.411,56.4,40,True,0.3,0.3,4108.7,1232.6,2876.1,1322.3,0.322,1.1352,False,True,False,True,False,False
Llama2-13B,15,17,5,3,1511.6,2853.6,4365.2,0.83,23.978,29.605,19.0,10,16,3,7.602,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,4076.6,0.992,1.1352,False,True,True,True,False,False
Llama2-13B,15,17,3,5,1053.1,2853.6,3906.7,0.692,23.978,29.605,19.0,10,16,3,17.842,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,3510.3,0.854,1.1352,False,True,True,True,False,False
Llama2-13B,15,17,1,15,395.1,2853.6,3248.7,0.595,23.978,29.605,19.0,10,16,3,69.042,1.411,56.4,40,True,0.3,0.3,4108.7,1232.6,2876.1,1317.0,0.321,1.1352,False,True,False,True,False,False
Llama2-13B,16,16,8,2,2156.9,2853.6,5010.5,0.946,25.513,29.605,13.8,10,16,2,2.482,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,4076.6,0.992,1.1352,False,True,True,True,False,False
Llama2-13B,16,16,4,4,1308.7,2853.6,4162.3,0.755,25.513,29.605,13.8,10,16,2,12.722,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,4076.6,0.992,1.1352,False,True,True,True,False,False
Llama2-13B,16,16,2,8,725.1,2853.6,3578.7,0.667,25.513,29.605,13.8,10,16,2,33.202,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,2417.0,0.588,1.1352,False,True,True,True,False,False
Llama2-13B,16,16,1,16,393.8,2853.6,3247.4,0.597,25.513,29.605,13.8,10,16,2,74.162,1.411,56.4,40,True,0.3,0.3,4108.7,1232.6,2876.1,1312.7,0.319,1.1352,False,True,False,True,False,False
Llama2-13B,17,15,1,17,391.1,2853.6,3244.7,0.603,27.047,29.605,8.6,10,16,1,79.282,1.411,56.4,40,True,0.3,0.3,4108.7,1232.6,2876.1,1303.7,0.317,1.1352,False,True,False,True,False,False
Llama2-13B,18,14,9,2,2426.5,2853.6,5280.1,0.946,28.582,29.605,3.4,10,16,0,2.482,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,4076.6,0.992,1.1352,False,True,True,True,False,False
Llama2-13B,18,14,6,3,1813.9,2853.6,4667.5,0.83,28.582,29.605,3.4,10,16,0,7.602,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,4076.6,0.992,1.1352,False,True,True,True,False,False
Llama2-13B,18,14,3,6,1072.2,2853.6,3925.8,0.678,28.582,29.605,3.4,10,16,0,22.962,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,3574.0,0.87,1.1352,False,True,True,True,False,False
Llama2-13B,18,14,2,9,738.5,2853.6,3592.1,0.651,28.582,29.605,3.4,10,16,0,38.322,1.411,56.4,40,False,0.3,0.3,4108.7,1232.6,2876.1,2461.7,0.599,1.1352,False,True,True,True,False,False
Llama2-13B,18,14,1,18,397.9,2853.6,3251.5,0.589,28.582,29.605,3.4,10,16,0,84.402,1.411,56.4,40,True,0.3,0.3,4108.7,1232.6,2876.1,1326.3,0.323,1.1352,False,True,False,True,False,False
Llama2-13B,19,13,1,19,395.7,2269.2,2664.9,0.593,30.48,37.229,18.4,8,10,3,89.522,1.091,43.6,40,True,0.3,0.3,4108.7,1232.6,2876.1,1319.0,0.321,1.1352,False,True,False,True,False,False
Llama2-13B,20,12,10,2,2696.2,2269.2,4965.3,0.946,32.73,37.229,12.3,8,10,2,2.482,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,3241.7,0.789,1.1352,False,True,True,True,False,False
Llama2-13B,20,12,5,4,1635.8,2269.2,3905.0,0.755,32.73,37.229,12.3,8,10,2,12.722,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,3241.7,0.789,1.1352,False,True,True,True,False,False
Llama2-13B,20,12,4,5,1404.2,2269.2,3673.4,0.692,32.73,37.229,12.3,8,10,2,17.842,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,3241.7,0.789,1.1352,False,True,True,True,False,False
Llama2-13B,20,12,2,10,778.0,2269.2,3047.2,0.607,32.73,37.229,12.3,8,10,2,43.442,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,2593.3,0.631,1.1352,False,True,True,True,False,False
Llama2-13B,20,12,1,20,393.6,2269.2,2662.8,0.598,32.73,37.229,12.3,8,10,2,94.642,1.091,43.6,40,True,0.3,0.3,4108.7,1232.6,2876.1,1312.0,0.319,1.1352,False,True,False,True,False,False
Llama2-13B,21,11,7,3,2116.2,2269.2,4385.4,0.83,34.979,37.229,6.1,8,10,1,7.602,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,3241.7,0.789,1.1352,False,True,True,True,False,False
Llama2-13B,21,11,3,7,1088.0,2269.2,3357.2,0.667,34.979,37.229,6.1,8,10,1,28.082,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,3241.7,0.789,1.1352,False,True,True,True,False,False
Llama2-13B,21,11,1,21,393.4,2269.2,2662.6,0.598,34.979,37.229,6.1,8,10,1,99.762,1.091,43.6,40,True,0.3,0.3,4108.7,1232.6,2876.1,1311.3,0.319,1.1352,False,True,False,True,False,False
Llama2-13B,22,10,11,2,2965.8,2269.2,5235.0,0.946,37.229,37.229,0.0,8,8,0,2.482,1.091,43.6,40,False,0.3,0.3,4108.7,1232.6,2876.1,3241.7,0.789,1.1352,False,True,True,True,False,False
Llama2-13B,22,10,2,11,780.9,2269.2,3050.1,0.604,37.229,37.229,0.0,8,8,0,48.562,1.091,43.6,40,True,0.3,0.3,4108.7,1232.6,2876.1,2603.0,0.634,1.1352,False,True,False,True,False,False
Llama2-13B,22,10,1,22,391.4,2269.2,2660.6,0.602,37.229,37.229,0.0,8,8,0,104.882,1.091,43.6,40,True,0.3,0.3,4108.7,1232.6,2876.1,1304.7,0.318,1.1352,False,True,False,True,False,False
Llama2-13B,2,30,1,2,269.6,4402.4,4672.1,0.946,14.796,19.189,23.0,16,32,10,2.482,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,898.7,0.203,1.1352,False,True,True,True,False,False
Llama2-13B,3,29,1,3,302.3,4402.4,4704.8,0.83,15.235,19.189,20.7,16,32,9,7.602,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1007.7,0.228,1.1352,False,True,True,True,False,False
Llama2-13B,4,28,2,2,539.2,4402.4,4941.7,0.946,15.675,19.189,18.4,16,32,8,2.482,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1797.3,0.406,1.1352,False,True,True,True,False,False
Llama2-13B,4,28,1,4,327.2,4402.4,4729.6,0.755,15.675,19.189,18.4,16,32,8,12.722,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1090.7,0.246,1.1352,False,True,True,True,False,False
Llama2-13B,5,27,1,5,351.0,4402.4,4753.5,0.692,16.114,19.189,16.1,16,32,7,17.842,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1170.0,0.264,1.1352,False,True,True,True,False,False
Llama2-13B,6,26,3,2,808.8,4402.4,5211.3,0.946,16.553,19.189,13.8,16,32,6,2.482,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,2696.0,0.609,1.1352,False,True,True,True,False,False
Llama2-13B,6,26,2,3,604.6,4402.4,5007.1,0.83,16.553,19.189,13.8,16,32,6,7.602,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,2015.3,0.455,1.1352,False,True,True,True,False,False
Llama2-13B,6,26,1,6,357.4,4402.4,4759.8,0.678,16.553,19.189,13.8,16,32,6,22.962,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1191.3,0.269,1.1352,False,True,True,True,False,False
Llama2-13B,7,25,1,7,362.7,4402.4,4765.1,0.667,16.993,19.189,11.5,16,32,5,28.082,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1209.0,0.273,1.1352,False,True,True,True,False,False
Llama2-13B,8,24,4,2,1078.5,4402.4,5480.9,0.946,17.432,19.189,9.2,16,32,4,2.482,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,3595.0,0.812,1.1352,False,True,True,True,False,False
Llama2-13B,8,24,2,4,654.3,4402.4,5056.8,0.755,17.432,19.189,9.2,16,32,4,12.722,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,2181.0,0.493,1.1352,False,True,True,True,False,False
Llama2-13B,8,24,1,8,362.6,4402.4,4765.0,0.667,17.432,19.189,9.2,16,32,4,33.202,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1208.7,0.273,1.1352,False,True,True,True,False,False
Llama2-13B,9,23,3,3,906.9,4402.4,5309.4,0.83,17.871,19.189,6.9,16,32,3,7.602,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,3023.0,0.683,1.1352,False,True,True,True,False,False
Llama2-13B,9,23,1,9,369.3,4402.4,4771.7,0.651,17.871,19.189,6.9,16,32,3,38.322,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1231.0,0.278,1.1352,False,True,True,True,False,False
Llama2-13B,10,22,5,2,1348.1,4402.4,5750.5,0.946,18.311,19.189,4.6,16,32,2,2.482,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,4493.7,1.016,1.1352,True,True,True,True,True,True
Llama2-13B,10,22,2,5,702.1,4402.4,5104.5,0.692,18.311,19.189,4.6,16,32,2,17.842,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,2340.3,0.529,1.1352,False,True,True,True,False,False
Llama2-13B,10,22,1,10,389.0,4402.4,4791.4,0.607,18.311,19.189,4.6,16,32,2,43.442,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,1296.7,0.293,1.1352,False,True,True,True,False,False
Llama2-13B,11,21,1,11,390.4,4402.4,4792.9,0.604,18.75,19.189,2.3,16,32,1,48.562,2.371,94.8,40,True,0.3,0.3,4424.8,1327.4,3097.3,1301.3,0.294,1.1352,False,True,False,True,False,False
Llama2-13B,12,20,6,2,1617.7,4402.4,6020.1,0.946,19.189,19.189,0.0,16,16,0,2.482,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,5392.3,1.219,1.1352,True,True,True,True,True,False
Llama2-13B,12,20,4,3,1209.3,4402.4,5611.7,0.83,19.189,19.189,0.0,16,16,0,7.602,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,4031.0,0.911,1.1352,False,True,True,True,False,False
Llama2-13B,12,20,3,4,981.5,4402.4,5383.9,0.755,19.189,19.189,0.0,16,16,0,12.722,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,3271.7,0.739,1.1352,False,True,True,True,False,False
Llama2-13B,12,20,2,6,714.8,4402.4,5117.2,0.678,19.189,19.189,0.0,16,16,0,22.962,2.371,94.8,40,False,0.3,0.3,4424.8,1327.4,3097.3,2382.7,0.538,1.1352,False,True,True,True,False,False
Llama2-13B,12,20,1,12,388.9,4402.4,4791.3,0.608,19.189,19.189,0.0,16,16,0,53.682,2.371,94.8,40,True,0.3,0.3,4424.8,1327.4,3097.3,1296.3,0.293,1.1352,False,True,False,True,False,False
Llama2-13B,13,19,1,13,385.7,2853.6,3239.3,0.615,20.909,29.605,29.3,10,16,5,58.802,1.411,56.4,40,True,0.3,0.3,4424.8,1327.4,3097.3,1285.7,0.291,1.1352,False,True,False,True,False,False
Llama2-13B,14,18,7,2,1887.3,2853.6,4740.9,0.946,22.444,29.605,24.1,10,16,4,2.482,1.411,56.4,40,False,0.3,0.3,4424.8,1327.4,3097.3,4076.6,0.921,1.1352,False,True,True,True,False,False
Llama2-13B,14,18,2,7,725.3,2853.6,3578.9,0.667,22.444,29.605,24.1,10,16,4,28.082,1.411,56.4,40,False,0.3,0.3,4424.8,1327.4,3097.3,2417.7,0.546,1.1352,False,True,True,True,False,False
Llama2-13B,14,18,1,14,396.7,2853.6,3250.3,0.591,22.444,29.605,24.1,10,16,4,63.922,1.411,56.4,40,True,0.3,0.3,4424.8,1327.4,3097.3,1322.3,0.299,1.1352,False,True,False,True,False,False
Llama2-13B,15,17,5,3,1511.6,2853.6,4365.2,0.83,23.978,29.605,19.0,10,16,3,7.602,1.411,56.4,40,False,0.3,0.3,4424.8,1327.4,3097.3,4076.6,0.921,1.1352,False,True,True,True,False,False
Llama2-13B,15,17,3,5,1053.1,2853.6,3906.7,0.692,23.978,29.605,19.0,10,16,3,17.842,1.411,56.4,40,False,0.3,0.3,4424.8,1327.4,3097.3,3510.3,0.793,1.1352,False,True,True,True,False,False
Llama2-13B,15,17,1,15,395.1,2853.6,3248.7,0.595,23.978,29.605,19.0,10,16,3,69.042,1.411,56.4,40,True,0.3,0.3,4424.8,1327.4,3097.3,1317.0,0.298,1.1352,False,True,False,True,False,False
