Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,17,1,17,32,32,128,0.0180205,0.0123225919342041,0.00233,0.0326730919342041,0.0094145,1.2049534418945311,829.9075841699861,176.66390745231064,306.3592634990543,1.0
Llama2-7B,17,1,17,32,32,256,0.0188765,0.0123225919342041,0.00277,0.0339690919342041,0.0094145,1.2464254418945313,802.2942780115499,176.90931208446585,292.87293738985295,1.0
Llama2-7B,17,1,17,32,32,384,0.019738,0.0123225919342041,0.00321,0.0352705919342041,0.0094145,1.2880734418945312,776.3532477846718,177.15477005347324,280.47859784025934,1.0
Llama2-7B,17,1,17,32,32,512,0.020589,0.0123225919342041,0.00365,0.0365615919342041,0.0094145,1.3293854418945312,752.2272837401333,177.40013370070835,269.2580590678098,1.0
Llama2-7B,17,1,17,32,32,640,0.0214445,0.0123225919342041,0.00409,0.0378570919342041,0.0094145,1.3708414418945312,729.4789677630255,177.64556402413157,258.87401784859117,1.0
Llama2-7B,17,1,17,32,32,768,0.0223005,0.0123225919342041,0.00453,0.0391530919342041,0.0094145,1.4123134418945311,708.0581196328217,177.8909686562868,249.28108206134226,1.0
Llama2-7B,17,1,17,32,32,896,0.023162,0.0123225919342041,0.0049700000000000005,0.0404545919342041,0.0094145,1.4539614418945312,687.7761481054041,178.13642662529415,240.34035627495226,1.0
Llama2-7B,17,1,17,32,32,1024,0.024013,0.0123225919342041,0.00541,0.0417455919342041,0.0094145,1.4952734418945313,668.773999445203,178.38179027252926,232.14221238564696,1.0
Llama2-7B,17,1,17,32,32,1152,0.0256305,0.0123225919342041,0.00585,0.0438030919342041,0.0094145,1.5611134418945312,640.5684386308424,179.23729928276074,218.53516718699495,1.0
Llama2-7B,17,1,17,32,32,1280,0.0264865,0.0123225919342041,0.0062900000000000005,0.0450990919342041,0.0094145,1.6025854418945311,623.9916910875144,179.48270391491613,211.76201073532278,1.0
Llama2-7B,17,1,17,32,32,1408,0.027348,0.0123225919342041,0.006730000000000001,0.0464005919342041,0.0094145,1.6442334418945312,608.1861459086809,179.72816188392335,205.3716929527792,1.0
Llama2-7B,17,1,17,32,32,1536,0.028199,0.0123225919342041,0.00717,0.0476915919342041,0.0094145,1.6855454418945313,593.2797628262178,179.9735255311585,199.4458198109402,1.0
Llama2-7B,17,1,17,32,32,1664,0.0290545,0.0123225919342041,0.0076100000000000004,0.0489870919342041,0.0094145,1.7270014418945312,579.0383121527645,180.21895585458174,193.83718083104782,1.0
Llama2-7B,17,1,17,32,32,1792,0.0299105,0.0123225919342041,0.008050000000000002,0.050283091934204105,0.0094145,1.7684734418945314,565.4594388076981,180.46436048673692,188.54620501865662,1.0
Llama2-7B,17,1,17,32,32,1920,0.030772,0.0123225919342041,0.008490000000000001,0.0515845919342041,0.0094145,1.8101214418945313,552.4491212884412,180.7098184557443,183.51689284875889,1.0
Llama2-7B,17,1,17,32,32,2048,0.031623,0.0123225919342041,0.00893,0.052875591934204096,0.0094145,1.851433441894531,540.1220359165178,180.9551821029794,178.82077730506612,1.0
