Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,1,1,1,32,32,128,0.05904,0.007077383193969725,0.00233,0.06844738319396973,0.0623185,2.402634762207031,416.2097442898113,66.78220071938014,35.347963626026925,1.0
Llama2-7B,1,1,1,32,32,256,0.059896,0.007077383193969725,0.00277,0.06974338319396972,0.0623185,2.444106762207031,409.1474298352659,67.01722640768072,34.96541213503446,1.0
Llama2-7B,1,1,1,32,32,384,0.0607575,0.007077383193969725,0.00321,0.07104488319396973,0.0623185,2.4857547622070313,402.2922997891105,66.96502960324653,34.44277949391359,1.0
Llama2-7B,1,1,1,32,32,512,0.0616085,0.007077383193969725,0.00365,0.07233588319396972,0.0623185,2.527066762207031,395.71570286755826,67.487290136214,34.23192930775278,1.0
Llama2-7B,1,1,1,32,32,640,0.064272,0.007077383193969725,0.00409,0.07543938319396971,0.0623185,2.6263787622070307,380.75239351983936,68.88160904814555,33.49126031171502,1.0
Llama2-7B,1,1,1,32,32,768,0.065128,0.007077383193969725,0.00453,0.07673538319396973,0.0623185,2.6678507622070313,374.8335604697508,69.11663473644613,33.163844053463066,1.0
Llama2-7B,1,1,1,32,32,896,0.0659895,0.007077383193969725,0.0049700000000000005,0.07803688319396973,0.0623185,2.7094987622070312,369.0719530668642,69.06609628771129,32.70695351519526,1.0
Llama2-7B,1,1,1,32,32,1024,0.0668405,0.007077383193969725,0.00541,0.07932788319396972,0.0623185,2.750810762207031,363.5291870087348,69.58669846497939,32.53393267600641,1.0
Llama2-7B,1,1,1,32,32,1152,0.070266,0.007077383193969725,0.00585,0.08319338319396971,0.0623185,2.8745067622070306,347.88577057728173,71.59109606371922,31.839321321709324,1.0
Llama2-7B,1,1,1,32,32,1280,0.071122,0.007077383193969725,0.0062900000000000005,0.08448938319396973,0.0623185,2.9159787622070312,342.93802580479877,71.82612175201987,31.559381130320023,1.0
Llama2-7B,1,1,1,32,32,1408,0.0719835,0.007077383193969725,0.006730000000000001,0.08579088319396973,0.0623185,2.957626762207031,338.10892326852735,71.77558330328498,31.159737693049884,1.0
Llama2-7B,1,1,1,32,32,1536,0.0728345,0.007077383193969725,0.00717,0.08708188319396971,0.0623185,2.9989387622070307,333.4512903704852,72.29618548055309,31.019033511142176,1.0
Llama2-7B,1,1,1,32,32,1664,0.075498,0.007077383193969725,0.0076100000000000004,0.09018538319396972,0.0623185,3.098250762207031,322.7627705924141,73.69050439248463,30.501844582176286,1.0
Llama2-7B,1,1,1,32,32,1792,0.076354,0.007077383193969725,0.008050000000000002,0.09148138319396973,0.0623185,3.139722762207031,318.499458626424,73.92553008078528,30.256081083172322,1.0
Llama2-7B,1,1,1,32,32,1920,0.0772155,0.007077383193969725,0.008490000000000001,0.09278288319396973,0.0623185,3.181370762207031,314.32991460142296,73.87499163205038,29.89805788347644,1.0
Llama2-7B,1,1,1,32,32,2048,0.0780665,0.007077383193969725,0.00893,0.09407388319396973,0.0623185,3.222682762207031,310.30047751742006,74.3955938093185,29.78053718997526,1.0
Llama2-7B,1,1,1,32,32,2176,0.081456,0.007077383193969725,0.00937,0.09790338319396973,0.0623185,3.345226762207031,298.93339707118827,76.33830180136667,29.286632430916182,1.0
Llama2-7B,1,1,1,32,32,2304,0.082312,0.007077383193969725,0.00981,0.09919938319396972,0.0623185,3.386698762207031,295.2727922421786,76.57332748966728,29.071295607591882,1.0
Llama2-7B,1,1,1,32,32,2432,0.0831735,0.007077383193969725,0.010249999999999999,0.10050088319396971,0.0623185,3.4283467622070307,291.68578016193453,76.52278904093242,28.75119067406251,1.0
Llama2-7B,1,1,1,32,32,2560,0.0840245,0.007077383193969725,0.010689999999999998,0.10179188319396973,0.0623185,3.469658762207031,288.2127807185008,77.04339121820053,28.653618594204872,1.0
Llama2-7B,1,1,1,32,32,2688,0.086688,0.007077383193969725,0.011130000000000001,0.10489538319396972,0.0623185,3.568970762207031,280.1928249425069,78.43771013013206,28.275867958271363,1.0
Llama2-7B,1,1,1,32,32,2816,0.087544,0.007077383193969725,0.01157,0.10619138319396972,0.0623185,3.6104427622070308,276.9743396759208,78.6727358184327,28.083283769601827,1.0
Llama2-7B,1,1,1,32,32,2944,0.0884055,0.007077383193969725,0.01201,0.10749288319396971,0.0623185,3.6520907622070307,273.81575790730903,78.62219736969782,27.791751280215113,1.0
Llama2-7B,1,1,1,32,32,3072,0.0892565,0.007077383193969725,0.01245,0.10878388319396973,0.0623185,3.693402762207031,270.753033011336,79.14279954696596,27.709046241368256,1.0
