Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,16,40,1,32,10,128,0.259596,0.0009846627044677735,0.00871575,0.2692964127044678,0.2378305,11.159687008178711,3584.3299163036386,126.4080834479656,486.9415686218801,0.875
Llama2-13B,16,40,1,32,10,256,0.265033,0.0009846627044677735,0.01036575,0.2763834127044678,0.2378305,11.443167008178712,3495.535805027666,127.32484504473986,480.4112885744034,0.875
Llama2-13B,16,40,1,32,10,384,0.270477,0.0009846627044677735,0.01201575,0.2834774127044678,0.2378305,11.726927008178713,3410.953267817118,128.3476312534012,474.52327278623034,0.875
Llama2-13B,16,40,1,32,10,512,0.275921,0.0009846627044677735,0.01366575,0.2905714127044678,0.2378305,12.010687008178712,3330.3673613975525,129.31742015144204,468.67552723947097,0.875
Llama2-13B,16,40,1,32,10,640,0.279124,0.0009846627044677735,0.015315750000000001,0.2954244127044678,0.2378305,12.204807008178712,3277.397174178593,129.63846514850403,464.4475758032419,0.875
Llama2-13B,16,40,1,32,10,768,0.284556,0.0009846627044677735,0.016965749999999998,0.30250641270446776,0.2378305,12.48808700817871,3203.052635187692,130.66213242617945,459.1789750565069,0.875
Llama2-13B,16,40,1,32,10,896,0.289993,0.0009846627044677735,0.01861575,0.3095934127044678,0.2378305,12.77156700817871,3131.9571023966464,131.5772634496911,453.72565354919294,0.875
Llama2-13B,16,40,1,32,10,1024,0.295437,0.0009846627044677735,0.02026575,0.31668741270446776,0.2378305,13.055327008178711,3063.883422831261,132.60168245315248,448.83234819319335,0.875
Llama2-13B,16,40,1,32,10,1152,0.3035315,0.0009846627044677735,0.02191575,0.3264319127044678,0.2378305,13.445107008178713,2975.0599958533494,134.39254128589513,442.76307825018216,0.875
Llama2-13B,16,40,1,32,10,1280,0.3067345,0.0009846627044677735,0.023565750000000003,0.3312849127044678,0.2378305,13.639227008178711,2932.7175195496156,134.71176656164468,439.1803548725188,0.875
Llama2-13B,16,40,1,32,10,1408,0.3121665,0.0009846627044677735,0.02521575,0.3383669127044678,0.2378305,13.92250700817871,2873.0457795066786,135.73725356063244,434.8232547715162,0.875
Llama2-13B,16,40,1,32,10,1536,0.3176035,0.0009846627044677735,0.02686575,0.3454539127044678,0.2378305,14.205987008178711,2815.7142461816334,136.6505648628317,430.2552234557607,0.875
Llama2-13B,16,40,1,32,10,1664,0.3230475,0.0009846627044677735,0.02851575,0.3525479127044678,0.2378305,14.48974700817871,2760.572698572451,137.67680358760558,426.18130023481245,0.875
Llama2-13B,16,40,1,32,10,1792,0.3284915,0.0009846627044677735,0.030165749999999998,0.35964191270446777,0.2378305,14.773507008178711,2707.5493975706468,138.6465924856464,422.07056342598355,0.875
Llama2-13B,16,40,1,32,10,1920,0.3316945,0.0009846627044677735,0.03181575,0.36449491270446777,0.2378305,14.96762700817871,2672.4343129437243,138.96418496659587,418.9523340501452,0.875
Llama2-13B,16,40,1,32,10,2048,0.3371265,0.0009846627044677735,0.03346575,0.3715769127044678,0.2378305,15.25090700817871,2622.7948264682827,139.9913047603837,415.2485929180404,0.875
Llama2-13B,16,40,1,32,10,2176,0.3451855,0.0009846627044677735,0.035115749999999994,0.38128591270446777,0.2378305,15.63926700817871,2557.6646257833954,141.68275710907182,410.45396492341587,0.875
Llama2-13B,16,40,1,32,10,2304,0.3506295,0.0009846627044677735,0.03676575,0.38837991270446776,0.2378305,15.92302700817871,2512.0851694501544,142.71081354519566,407.0131393542063,0.875
Llama2-13B,16,40,1,32,10,2432,0.3560735,0.0009846627044677735,0.03841575,0.39547391270446774,0.2378305,16.206787008178708,2468.1017884553007,143.68060244323652,403.5138881248858,0.875
Llama2-13B,16,40,1,32,10,2560,0.3592765,0.0009846627044677735,0.040065750000000004,0.4003269127044678,0.2378305,16.400907008178713,2438.8895065408897,143.99637721283605,400.7954241728474,0.875
Llama2-13B,16,40,1,32,10,2688,0.3647085,0.0009846627044677735,0.041715749999999996,0.4074089127044678,0.2378305,16.68418700817871,2397.479720192042,145.0253147179738,397.6472024040401,0.875
