Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-7B,8,32,1,32,8,128,0.2127925,0.0008207499313354493,0.00932,0.22293324993133545,0.237748,7.521611997802735,4254.407168217141,61.51530242170184,289.0858579212229,1.0
Llama2-7B,8,32,1,32,8,256,0.2179765,0.0008207499313354493,0.01108,0.22987724993133546,0.237748,7.743819997802735,4132.327457130953,62.0335262881397,284.58813811644706,1.0
Llama2-7B,8,32,1,32,8,384,0.2231605,0.0008207499313354493,0.01284,0.23682124993133546,0.237748,7.966027997802735,4017.0584397677917,62.551750154577576,280.29938163150547,1.0
Llama2-7B,8,32,1,32,8,512,0.2283445,0.0008207499313354493,0.0146,0.24376524993133547,0.237748,8.188235997802735,3908.045641159709,63.069974021015454,276.2053564724153,1.0
Llama2-7B,8,32,1,32,8,640,0.2335285,0.0008207499313354493,0.01636,0.2507092499313355,0.237748,8.410443997802735,3804.7931843265515,63.58819788745331,272.2930943651559,1.0
Llama2-7B,8,32,1,32,8,768,0.2387125,0.0008207499313354493,0.01812,0.2576532499313355,0.237748,8.632651997802736,3706.8562485948632,64.10642175389118,268.55075353779625,1.0
Llama2-7B,8,32,1,32,8,896,0.2438965,0.0008207499313354493,0.019880000000000002,0.26459724993133543,0.237748,8.854859997802734,3613.8346634436407,64.62464562032905,264.96749900194993,1.0
Llama2-7B,8,32,1,32,8,1024,0.2490805,0.0008207499313354493,0.02164,0.2715412499313355,0.237748,9.077067997802736,3525.3674432918388,65.14286948676693,261.53339778411765,1.0
Llama2-7B,8,32,1,32,8,1152,0.256915,0.0008207499313354493,0.0234,0.28113574993133544,0.237748,9.384091997802734,3410.026245212934,66.1611454438482,257.5215360872202,1.0
Llama2-7B,8,32,1,32,8,1280,0.262099,0.0008207499313354493,0.025160000000000002,0.2880797499313355,0.237748,9.606299997802736,3331.1472687006867,66.67936931028603,254.4052793421037,1.0
