Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,8,1,8,32,32,128,0.0523015,0.022723602447509764,0.003287,0.07831210244750976,0.0192475,6.434215695800781,155.41909803437875,834.9598677487925,199.5544744770209,1.0
Llama2-70B,8,1,8,32,32,256,0.0543965,0.022723602447509764,0.0041670000000000006,0.08128710244750977,0.0192475,6.672215695800781,149.875250680124,837.7910661493493,192.51952472800392,1.0
Llama2-70B,8,1,8,32,32,384,0.0565405,0.022723602447509764,0.005046999999999999,0.08431110244750976,0.0192475,6.914135695800781,144.63123722135484,840.6233689669981,185.84540483525043,1.0
Llama2-70B,8,1,8,32,32,512,0.0586845,0.022723602447509764,0.005927,0.08733510244750976,0.0192475,7.156055695800781,139.7417854904073,843.4556717846468,179.65895419247136,1.0
Llama2-70B,8,1,8,32,32,640,0.0608135,0.022723602447509764,0.006806999999999999,0.09034410244750976,0.0192475,7.396775695800781,135.19404144804733,846.2876024331451,173.95142575931848,1.0
Llama2-70B,8,1,8,32,32,768,0.0629085,0.022723602447509764,0.007686999999999999,0.09331910244750977,0.0192475,7.634775695800781,130.97961745621578,849.1188008337017,168.72099971261864,1.0
Llama2-70B,8,1,8,32,32,896,0.0650525,0.022723602447509764,0.008567,0.09634310244750977,0.0192475,7.876695695800781,126.95678982915632,851.9511036513504,163.70452781433275,1.0
Llama2-70B,8,1,8,32,32,1024,0.0671965,0.022723602447509764,0.009446999999999999,0.09936710244750976,0.0192475,8.11861569580078,123.17370811346981,854.7834064689991,159.00817127175506,1.0
Llama2-70B,8,1,8,32,32,1152,0.074504,0.022723602447509764,0.010327,0.10755460244750976,0.0192475,8.773615695800782,113.97809462735174,866.7674163468038,145.42296661031676,1.0
Llama2-70B,8,1,8,32,32,1280,0.076599,0.022723602447509764,0.011207,0.11052960244750976,0.0192475,9.011615695800781,110.9678923021516,869.59861474736,141.9076317490046,1.0
Llama2-70B,8,1,8,32,32,1408,0.078743,0.022723602447509764,0.012087,0.11355360244750975,0.0192475,9.253535695800782,108.066800936835,872.4309175650089,138.49340855139653,1.0
Llama2-70B,8,1,8,32,32,1536,0.080887,0.022723602447509764,0.012967,0.11657760244750975,0.0192475,9.495455695800782,105.313534393324,875.2632203826578,135.26018092874284,1.0
Llama2-70B,8,1,8,32,32,1664,0.083016,0.022723602447509764,0.013847,0.11958660244750977,0.0192475,9.736175695800782,102.709732367638,878.0951510311561,132.2177578766678,1.0
Llama2-70B,8,1,8,32,32,1792,0.085111,0.022723602447509764,0.014727,0.12256160244750977,0.0192475,9.974175695800783,100.25891166334767,880.9263494317127,129.37903875993007,1.0
Llama2-70B,8,1,8,32,32,1920,0.087255,0.022723602447509764,0.015607,0.12558560244750977,0.0192475,10.216095695800782,97.88475262727222,883.7586522493616,126.60573208546236,1.0
Llama2-70B,8,1,8,32,32,2048,0.089399,0.022723602447509764,0.016486999999999998,0.12860960244750977,0.0192475,10.458015695800782,95.62043403716932,886.5909550670102,123.96544635105123,1.0
Llama2-70B,8,1,8,32,32,2176,0.096678,0.022723602447509764,0.017367,0.13676860244750977,0.0192475,11.110735695800782,90.00304096675995,898.3887514335614,116.15734079024725,1.0
Llama2-70B,8,1,8,32,32,2304,0.098773,0.022723602447509764,0.018247000000000003,0.13974360244750977,0.0192475,11.348735695800784,88.11554227754341,901.2199498341182,114.05191067322527,1.0
Llama2-70B,8,1,8,32,32,2432,0.100917,0.022723602447509764,0.019127,0.14276760244750977,0.0192475,11.590655695800782,86.27639593869512,904.052252651767,111.97967793480868,1.0
Llama2-70B,8,1,8,32,32,2560,0.103061,0.022723602447509764,0.020007,0.14579160244750977,0.0192475,11.832575695800783,84.51245322308702,906.8845554694158,109.993663397092,1.0
Llama2-70B,8,1,8,32,32,2688,0.10519,0.022723602447509764,0.020887000000000003,0.14880060244750976,0.0192475,12.07329569580078,82.8274255179396,909.7164861179137,108.1039649821649,1.0
Llama2-70B,8,1,8,32,32,2816,0.107285,0.022723602447509764,0.021767,0.1517756024475098,0.0192475,12.311295695800784,81.22621897068774,912.5476845184705,106.32284155735547,1.0
Llama2-70B,8,1,8,32,32,2944,0.109429,0.022723602447509764,0.022647,0.15479960244750976,0.0192475,12.553215695800782,79.6608633383487,915.3799873361191,104.56323133448626,1.0
Llama2-70B,8,1,8,32,32,3072,0.111573,0.022723602447509764,0.023527000000000003,0.15782360244750976,0.0192475,12.79513569580078,78.15470064363512,918.2122901537681,102.87124686906421,1.0
Llama2-70B,8,1,8,32,32,3200,0.118852,0.022723602447509764,0.024407,0.16598260244750979,0.0192475,13.447855695800783,74.36129763886886,930.0100865203193,97.81178340712812,1.0
Llama2-70B,8,1,8,32,32,3328,0.120947,0.022723602447509764,0.025287,0.16895760244750976,0.0192475,13.685855695800782,73.06813853859566,932.8412849208763,96.41013056554486,1.0
Llama2-70B,8,1,8,32,32,3456,0.123091,0.022723602447509764,0.026167000000000003,0.17198160244750976,0.0192475,13.927775695800783,71.7989736366518,935.673587738525,95.01848101592775,1.0
Llama2-70B,8,1,8,32,32,3584,0.125235,0.022723602447509764,0.027047,0.1750056024475098,0.0192475,14.169695695800783,70.57314578014206,938.5058905561739,93.67448103127856,1.0
Llama2-70B,8,1,8,32,32,3712,0.127364,0.022723602447509764,0.027927,0.17801460244750977,0.0192475,14.410415695800783,69.3942507356954,941.3378212046717,92.3865673585817,1.0
Llama2-70B,8,1,8,32,32,3840,0.129459,0.022723602447509764,0.028807000000000003,0.18098960244750975,0.0192475,14.64841569580078,68.26676828175125,944.1690196052284,91.16486876204326,1.0
Llama2-70B,8,1,8,32,32,3968,0.131603,0.022723602447509764,0.029687,0.18401360244750975,0.0192475,14.89033569580078,67.15765315364983,947.0013224228775,89.94868301091894,1.0
Llama2-70B,8,1,8,32,32,4096,0.133747,0.022723602447509764,0.030567,0.18703760244750978,0.0192475,15.132255695800783,66.08400096474057,949.833625240526,88.77148882222836,1.0
