Model,trace,t,lam,alpha,alpha_s,action,split,N_L,N_T,j,m,Tput_L,Tput_T,TTFT_L_s,req_lat_T_s,devices_draining,devices_kept,tokens_lost,target,load_L,load_T,served_by_L,served_by_T,spare_T,excess_L,spilled,unmet,eff_ttft_s,served_total,cap_L,cap_T,derate,ledger,ledger_lat,shadow,draining_now,kv_slack_L,kv_slack_T
Llama2-70B,3_step_up,75360.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75390.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75420.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75450.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75480.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75510.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75540.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75570.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75600.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75630.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75660.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75690.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75720.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75750.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75780.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75810.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75840.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75870.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75900.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75930.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75960.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,75990.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76020.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76050.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76080.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76110.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76140.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76170.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76200.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76230.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76260.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76290.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76320.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76350.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76380.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76410.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76440.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76470.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76500.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76530.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76560.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76590.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76620.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76650.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76680.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76710.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76740.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76770.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76800.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76830.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76860.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76890.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76920.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76950.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,76980.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77010.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77040.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77070.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77100.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77130.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77160.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77190.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77220.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77250.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77280.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77310.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77340.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77370.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77400.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77430.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77460.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77490.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77520.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77550.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77580.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77610.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77640.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77670.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
Llama2-70B,3_step_up,77700.0,166.175,0.6,0.5999999999999996,HOLD,1xTP9/N_T23,9.0,23.0,1.0,9.0,107.4,1010.9,2.143,152.751,0,,0.0,,99.705,66.47000000000001,99.705,66.47000000000001,944.43,0.0,0.0,0.0,2.143,166.175,107.4,1010.9,1.0,0.0,0.0,,False,12.419,1.925
