Model,Device number,Seqlen,Pipeline parallelism,Tensor parallelism,Phase,Total Latency (s),Throughput (tokens/s),Energy per Token (mJ),Total power (W)
Llama2-70B,32,512,32,1,prefill,9.9406925930625,1648.4917247648011,663.4079474448821,1197.1849535837891
Llama2-70B,32,512,80,1,prefill,28.740734970374994,1425.6059447377925,652.9683404506279,960.7361334001864
Llama2-70B,32,640,1,32,prefill,3.7721262175,170.2355146228421,1778.3583653057794,531.2263597759338
Llama2-70B,32,640,2,16,prefill,3.935508159375,326.2471496303459,1097.0535804752617,601.038059286335
Llama2-70B,32,640,4,8,prefill,4.4253950053125,579.8891302994498,840.6235154165863,745.223827193652
Llama2-70B,32,640,8,4,prefill,5.5564587378125,922.8724675229168,736.6577580159852,923.271104050238
Llama2-70B,32,640,16,2,prefill,7.833014481718748,1308.3013507011824,684.9358169042425,1080.6885666270366
Llama2-70B,32,640,32,1,prefill,12.536875021328123,1634.3336096050398,665.8615430412916,1192.447810830135
Llama2-70B,32,640,80,1,prefill,36.17801983296874,1415.8540656711198,654.0591836189534,957.3135559669548
Llama2-70B,32,768,1,32,prefill,4.618723749000001,167.06183688076177,1779.8131672480868,519.5859364488441
Llama2-70B,32,768,2,16,prefill,4.8147820792500005,320.39751062594496,1098.482435057933,589.1504807422799
Llama2-70B,32,768,4,8,prefill,5.402646294375001,570.5606868870187,842.0393963194389,733.5005224697892
Llama2-70B,32,768,8,4,prefill,6.759922773374999,910.873241190386,738.0671520789286,913.3818350439514
Llama2-70B,32,768,16,2,prefill,9.4917896660625,1296.0254442231478,686.3419675472314,1074.1237270571023
Llama2-70B,32,768,32,1,prefill,15.16352144959375,1621.8451543549295,667.9653558490437,1188.3322817947508
Llama2-70B,32,768,80,1,prefill,43.72950117556249,1405.8826101766278,655.294685018236,953.856066551818
Llama2-70B,32,896,1,32,prefill,5.496287040500001,164.03277811618577,1781.2680464778148,508.5791561230972
Llama2-70B,32,896,2,16,prefill,5.725021759125,314.80423851580593,1099.911366928024,577.8607013678863
Llama2-70B,32,896,4,8,prefill,6.410863343437501,561.5987543769625,843.455354509712,722.2601780108665
Llama2-70B,32,896,8,4,prefill,7.994352568937501,899.2531776173736,739.4766234292925,903.7800728356584
Llama2-70B,32,896,16,2,prefill,11.181530610406249,1284.0246817486816,687.7481954776407,1067.6715431378336
Llama2-70B,32,896,32,1,prefill,17.821133637859376,1610.329153496332,669.6957457963334,1184.2559761626885
Llama2-70B,32,896,80,1,prefill,51.39523019815624,1395.8730295836172,656.5594388589088,950.326980735372
Llama2-70B,32,1024,1,32,prefill,6.404816092000001,161.1395651415856,1782.7229740121804,498.160058134594
Llama2-70B,32,1024,2,16,prefill,6.666227199000001,309.45266221805645,1101.3403471027532,567.1305004438179
Llama2-70B,32,1024,4,8,prefill,7.450046152499999,552.985764136577,844.8713610046229,711.4817413953858
Llama2-70B,32,1024,8,4,prefill,9.259748124500002,888.0006710610498,740.8861430842942,894.4631840567824
Llama2-70B,32,1024,16,2,prefill,12.90223731475,1272.2976775169104,689.1544717126881,1061.3378899351592
Llama2-70B,32,1024,32,1,prefill,20.509711586125004,1599.473254205309,671.4967297772589,1180.7359170293205
Llama2-70B,32,1024,80,1,prefill,59.17527858074999,1385.912299334412,657.8893975410219,946.8387344469688
Llama2-70B,32,1152,1,32,prefill,7.397185143500001,157.5667548302464,1785.1947900896553,484.5822830879272
Llama2-70B,32,1152,2,16,prefill,7.691272638875001,302.8184804124988,1103.7862158205917,553.0438958394693
Llama2-70B,32,1152,4,8,prefill,8.5730689615625,542.1998324002248,847.304256042643,697.0606441782616
Llama2-70B,32,1152,8,4,prefill,10.6089836800625,873.6615161520946,743.3125512824051,881.6946556950084
Llama2-70B,32,1152,16,2,prefill,14.740657939093747,1254.7090118982824,692.126593741463,1050.8478643544322
Llama2-70B,32,1152,32,1,prefill,23.31600345439063,1583.9292629324514,674.7754863394998,1175.5217754860705
Llama2-70B,32,1152,80,1,prefill,67.12334488334375,1375.0735645448913,659.5735291667636,943.092687683194
Llama2-70B,32,1280,1,32,prefill,8.420018195,154.32434057609836,1787.4631469995816,472.5104194237986
Llama2-70B,32,1280,2,16,prefill,8.74678207875,296.79032355854105,1106.0286253708814,540.4825309296389
Llama2-70B,32,1280,4,8,prefill,9.726555770625,532.367006081063,849.5336919131147,684.1176324600372
Llama2-70B,32,1280,8,4,prefill,11.988683235625002,860.5144215679296,745.5355003129678,870.1276538364485
Llama2-70B,32,1280,16,2,prefill,16.6095425634375,1238.822189539385,694.7854651525658,1041.4813905121305
Llama2-70B,32,1280,32,1,prefill,26.152759322656244,1569.9266257656468,677.6793410353799,1170.8484950402965
Llama2-70B,32,1280,80,1,prefill,75.1520511859375,1365.108549459794,661.0317058557783,939.6012506815226
Llama2-70B,32,1408,1,32,prefill,9.4738170065,151.33715603723724,1789.5836340073904,461.5811085855803
Llama2-70B,32,1408,2,16,prefill,9.833257278625,291.2297794399523,1108.123165019054,529.0756817671413
Llama2-70B,32,1408,4,8,prefill,10.9110083396875,523.2670240507246,851.6152578814687,672.2863598914507
Llama2-70B,32,1408,8,4,prefill,13.3993485511875,848.2766210484773,747.6105794414126,859.4522063008532
Llama2-70B,32,1408,16,2,prefill,18.509392947781247,1224.200137984543,697.2166183341883,1032.928837774596
Llama2-70B,32,1408,32,1,prefill,29.02048095092188,1557.052530383211,680.2001008403971,1166.380654680018
Llama2-70B,32,1408,80,1,prefill,83.29495396853125,1355.3293005367473,662.5023864356946,936.178394894693
Llama2-70B,32,1536,1,32,prefill,10.558581578000002,148.55888920013345,1791.593218588611,451.5710117004432
Llama2-70B,32,1536,2,16,prefill,10.9506982385,286.0518709586747,1110.1068022406378,518.5979924410519
Llama2-70B,32,1536,4,8,prefill,12.12642666875,514.7659501776055,853.5859214232345,661.3492235434107
Llama2-70B,32,1536,8,4,prefill,14.84097962675,836.7791153788991,749.5747561432694,849.4911155394099
Llama2-70B,32,1536,16,2,prefill,20.440209092125,1210.5744063971842,699.4769828437005,1025.0093506970406
Llama2-70B,32,1536,32,1,prefill,31.9191683391875,1545.0526008525023,682.6361950248836,1162.396405014069
Llama2-70B,32,1536,80,1,prefill,91.552104431125,1345.7299643290692,663.9505793716869,932.7761555081483
Llama2-70B,32,1664,1,32,prefill,11.6741583095,145.95734832591913,1793.5174649825217,442.3256863855696
Llama2-70B,32,1664,2,16,prefill,12.098951358375002,281.197677694933,1112.0051012749116,508.8945046449885
Llama2-70B,32,1664,4,8,prefill,13.372657157812505,506.7715639693706,855.47124677769,651.1585933867385
Llama2-70B,32,1664,8,4,prefill,16.3134228623125,825.9070886855274,751.4535946578156,840.1270234732614
Llama2-70B,32,1664,16,2,prefill,22.40183739646875,1197.7633453249805,701.6059428231931,1017.6036701544042
Llama2-70B,32,1664,32,1,prefill,34.88254180745312,1532.5261316467174,685.2936471782479,1158.1399874678273
Llama2-70B,32,1664,80,1,prefill,99.92357425371874,1336.304748892885,665.4110046920202,929.4388689880352
Llama2-70B,32,1792,1,32,prefill,12.820199041,143.5096002308733,1795.3746076401208,433.7356980887119
Llama2-70B,32,1792,2,16,prefill,13.277668478250002,276.6253631059941,1113.8362965728743,499.8562892570173
Llama2-70B,32,1792,4,8,prefill,14.649351646875004,499.2189984468006,857.2894683958345,641.6127049333801
Llama2-70B,32,1792,8,4,prefill,17.816330097875003,815.5813045582757,753.2653294360509,831.282084236951
Llama2-70B,32,1792,16,2,prefill,24.3939297008125,1185.6420215034389,703.6316040828176,1010.63325783401
Llama2-70B,32,1792,32,1,prefill,37.87637927571875,1520.7845324632356,687.7720700569081,1154.1646265352742
Llama2-70B,32,1792,80,1,prefill,108.4093634363125,1327.048935108694,666.8673324614443,926.1443078990112
Llama2-70B,32,1920,1,32,prefill,13.9972055325,141.1923243642427,1797.1781409364771,425.6917146434072
Llama2-70B,32,1920,2,16,prefill,14.487351358125,272.29205299105166,1115.6138825095943,491.37126644817874
Llama2-70B,32,1920,4,8,prefill,15.9570118959375,492.0403325842865,859.0540806527364,632.6000531606114
Llama2-70B,32,1920,8,4,prefill,19.3502030934375,805.7152926435875,755.0234548530437,822.8606600522238
Llama2-70B,32,1920,16,2,prefill,26.41698776515625,1174.087808627824,705.5746999943534,1004.0077828790309
Llama2-70B,32,1920,32,1,prefill,40.90118250398437,1509.674741726418,690.026280924565,1150.2823446931277
Llama2-70B,32,1920,80,1,prefill,116.97579261890624,1318.2699312367172,668.2031609734928,922.988879916022
Llama2-70B,32,2048,1,32,prefill,15.205177784,138.9904727745255,1798.938116626824,418.12352394609394
Llama2-70B,32,2048,2,16,prefill,15.727999998,268.17027937993265,1117.3479108403048,483.3690241132326
Llama2-70B,32,2048,4,8,prefill,17.295637905,485.1929203070609,860.7751353036283,624.0539114258358
Llama2-70B,32,2048,8,4,prefill,20.915041849,796.2568694100328,756.7380226640269,814.8102926875661
Llama2-70B,32,2048,16,2,prefill,28.4710115895,1163.0240271832108,707.4507115605672,997.676985987679
Llama2-70B,32,2048,32,1,prefill,43.95695149225,1499.096036740012,692.2503111939939,1146.7112836498982
Llama2-70B,32,2048,80,1,prefill,125.6564182815,1309.605465087514,669.5631011330318,919.8780206022668
Llama2-70B,32,2176,1,32,prefill,16.496698195500002,136.6444447391283,1801.1896033209807,409.965033693217
Llama2-70B,32,2176,2,16,prefill,17.052196797875,263.7676005020496,1119.573450174825,474.70049888697
Llama2-70B,32,2176,4,8,prefill,18.717812074062497,477.8293463988243,862.9877009583303,614.6759968220214
Llama2-70B,32,2176,8,4,prefill,22.597302684562504,785.2243861559053,759.2347259056178,804.9999476956584
Llama2-70B,32,2176,16,2,prefill,30.642457493843747,1150.0902824231416,710.0894835956026,989.9851721864547
Llama2-70B,32,2176,32,1,prefill,47.13014256051562,1486.8441623179388,695.1959677659861,1142.519197183232
Llama2-70B,32,2176,80,1,prefill,134.50499018409374,1300.643313529599,671.0954740918098,916.6673955883788
Llama2-70B,32,2304,1,32,prefill,17.818682607000003,134.43220542991392,1803.3525381868683,402.3511305870991
Llama2-70B,32,2304,2,16,prefill,18.40685759775,259.6125780505676,1121.710437681076,466.5960417013643
Llama2-70B,32,2304,4,8,prefill,20.170450243125,470.8645032161215,865.111714784763,605.8721993704036
Llama2-70B,32,2304,8,4,prefill,24.310027520125004,774.8162373979852,761.6105857159617,795.8031007750427
Llama2-70B,32,2304,16,2,prefill,32.844367398187494,1137.868690845317,712.5912663979022,982.751443629842
Llama2-70B,32,2304,32,1,prefill,50.33379762878125,1475.2716888963316,697.9703566333612,1138.567304703957
Llama2-70B,32,2304,80,1,prefill,143.46788144668747,1291.8569337960523,672.6275649064996,913.518359601832
Llama2-70B,32,2432,1,32,prefill,19.171632778500005,132.33619812573122,1805.4409612193235,395.2045086219354
Llama2-70B,32,2432,2,16,prefill,19.792484157625,255.67265101196512,1123.7729133538944,458.97497371116793
Llama2-70B,32,2432,4,8,prefill,21.654054172187497,464.2456127181562,867.1612167777631,597.5588579161315
Llama2-70B,32,2432,8,4,prefill,26.053718115687506,764.9448643558004,763.8847407640501,787.1250037269369
Llama2-70B,32,2432,16,2,prefill,35.077243062531245,1126.2547010361145,714.9777479735346,975.9000225073626
Llama2-70B,32,2432,32,1,prefill,53.56841845704688,1464.273173180819,700.5365817037634,1134.7198263511505
Llama2-70B,32,2432,80,1,prefill,152.54509206928122,1283.2381402497003,674.149092736903,910.4144171803432
Llama2-70B,32,2560,1,32,prefill,20.555548710000004,130.34394658626914,1807.4660491933605,388.4704458486257
Llama2-70B,32,2560,2,16,prefill,21.2090764775,251.9247867769324,1125.7720539682955,451.7810976827569
Llama2-70B,32,2560,4,8,prefill,23.16862386125,457.9358227268658,869.1473837123458,589.6796476997433
Llama2-70B,32,2560,8,4,prefill,27.828374471250005,755.5482771196704,766.0724467642211,778.9019560958675
Llama2-70B,32,2560,16,2,prefill,37.341084486875,1115.1748161737537,717.2662235065,969.382145728751
Llama2-70B,32,2560,32,1,prefill,56.8340050453125,1453.774127797052,703.0474608753088,1131.137771032196
Llama2-70B,32,2560,80,1,prefill,161.702942691875,1274.9845485286685,675.5735130953992,907.4167601852372
Llama2-70B,32,2688,1,32,prefill,21.970276801500003,128.4455086585503,1809.4368322521284,382.105609573696
Llama2-70B,32,2688,2,16,prefill,22.656480957375,248.3506693536084,1127.7168896674264,444.9701926385227
Llama2-70B,32,2688,4,8,prefill,24.71400571031249,451.90600745757496,871.0792457316586,582.1908959011204
Llama2-70B,32,2688,8,4,prefill,29.633842986812507,746.5776831028884,768.1860358581225,771.0850520815583
Llama2-70B,32,2688,16,2,prefill,39.63573807121875,1104.5717033223536,719.4706761376957,963.1613204025056
Llama2-70B,32,2688,32,1,prefill,60.16427771357812,1443.114851259674,705.6882487907253,1127.4536153480826
Llama2-70B,32,2688,80,1,prefill,170.97498979446874,1266.8612240606624,677.0080697930623,904.4662741734918
Llama2-70B,32,2816,1,32,prefill,23.415468893000003,126.63296466774932,1811.360682327348,376.07571377663095
Llama2-70B,32,2816,2,16,prefill,24.13434943725,244.9357503270905,1129.6147923830088,438.507585927959
Llama2-70B,32,2816,4,8,prefill,26.289851559375,446.1332287496284,872.9641747674228,575.0590990978612
Llama2-70B,32,2816,8,4,prefill,31.46977550237501,737.9948204960771,770.235581612612,763.6373270098808
Llama2-70B,32,2816,16,2,prefill,41.9608556555625,1094.4009744786224,721.6025302515477,957.211128564248
Llama2-70B,32,2816,32,1,prefill,63.52501438184374,1432.9178310069665,708.2166239165982,1123.9344463346924
Llama2-70B,32,2816,80,1,prefill,180.3612845770625,1258.865364449705,678.4332895987194,901.5394382102754
Llama2-70B,32,2944,1,32,prefill,24.891626744500005,124.89725289077434,1813.2437691306584,370.3418866053085
Llama2-70B,32,2944,2,16,prefill,25.643183677125,241.66321386031944,1131.4719318266837,432.35245149295815
Llama2-70B,32,2944,4,8,prefill,27.896663168437502,440.5901950367487,874.8083405312792,568.2414393691693
Llama2-70B,32,2944,8,4,prefill,33.33667377793751,729.756061881486,772.2294855248776,756.5113296416145
Llama2-70B,32,2944,16,2,prefill,44.316938999906256,1084.6113320846923,723.6713032380179,951.4932228591632
Llama2-70B,32,2944,32,1,prefill,66.91671681010936,1423.1237128857615,710.5944301442329,1120.4811306303611
Llama2-70B,32,2944,80,1,prefill,189.86189871965624,1250.9940468270524,679.8677604877962,898.6579416493388
Llama2-70B,32,3072,1,32,prefill,26.398750356000004,123.23195045684352,1815.09118807105,364.8767819086809
Llama2-70B,32,3072,2,16,prefill,27.182983677000003,238.52121985998016,1133.2934034074387,426.4767256568205
Llama2-70B,32,3072,4,8,prefill,29.5344405375,435.2580536841567,876.6168384322162,561.709920540298
Llama2-70B,32,3072,8,4,prefill,35.2345378135,721.83097307519,774.1747028251972,749.676533232028
Llama2-70B,32,3072,16,2,prefill,46.70398810425,1075.1676548852763,725.684880238029,945.9847847116245
Llama2-70B,32,3072,32,1,prefill,70.339384998375,1413.690523418779,712.9418163597173,1117.2265089109144
Llama2-70B,32,3072,80,1,prefill,199.47683222225007,1243.24471011427,681.3020040081141,895.8104155997939
Llama2-70B,32,3200,1,32,prefill,27.989422127500003,121.52143830324084,1817.265839034029,359.23848268170855
Llama2-70B,32,3200,2,16,prefill,28.806331836875003,235.28832166614004,1135.4421070107812,420.39589451936985
Llama2-70B,32,3200,4,8,prefill,31.2557660665625,429.7455391590095,878.7525683557403,554.8914090638266
Llama2-70B,32,3200,8,4,prefill,37.2159500090625,713.6298588578506,776.4356956489606,742.52688611928
Llama2-70B,32,3200,16,2,prefill,49.208459288593744,1064.8704486082945,728.2061291221347,939.8458827611944
Llama2-70B,32,3200,32,1,prefill,73.87947526664063,1403.4242082071132,715.7700399852605,1113.6616524049575
Llama2-70B,32,3200,80,1,prefill,209.22610428484376,1235.5283148502565,682.784733434649,892.9784463962255
Llama2-70B,32,3328,1,32,prefill,29.610557899000003,119.8843441164035,1819.385095325989,353.877549607398
Llama2-70B,32,3328,2,16,prefill,30.46014399675001,232.19238157837745,1137.535415943105,414.6071007344261
Llama2-70B,32,3328,4,8,prefill,33.007555595625,424.4581166588315,880.8329036082456,548.3817595714555
Llama2-70B,32,3328,8,4,prefill,39.227826204625,705.758619709444,778.6311592063091,735.6889560608395
Llama2-70B,32,3328,16,2,prefill,51.743394472937496,1054.9873622482276,730.6415795490334,933.9692504014218
Llama2-70B,32,3328,32,1,prefill,77.45002953490625,1393.5679244520677,718.4887269650263,1110.241908546279
Llama2-70B,32,3328,80,1,prefill,219.0895728274376,1227.9377775731414,684.2713284551058,890.1912485637215
Llama2-70B,32,3456,1,32,prefill,31.26265943050001,118.31370464809817,1821.4551528147133,348.7653717393819
Llama2-70B,32,3456,2,16,prefill,32.144921916625,229.2203974449814,1139.5795260721925,409.0799293991571
Llama2-70B,32,3456,4,8,prefill,34.79031088468751,419.3743306546751,882.8640400575152,542.1481360341317
Llama2-70B,32,3456,8,4,prefill,41.27066816018751,698.1846881577746,780.7684154311811,729.127785602241
Llama2-70B,32,3456,16,2,prefill,54.30929541728124,1045.4752449703346,733.0008055849738,928.3229762898942
Llama2-70B,32,3456,32,1,prefill,81.05154956317187,1384.076430084884,721.0650543756342,1106.8886226021964
Llama2-70B,32,3456,80,1,prefill,229.0672890500313,1220.4692285891742,685.7463031524048,887.4299134072584
Llama2-70B,32,3584,1,32,prefill,32.945726722,116.80434460755464,1823.4812828005488,343.8808357747392
Llama2-70B,32,3584,2,16,prefill,33.860665596500006,226.36275597388587,1141.5797086983916,403.79238631521423
Llama2-70B,32,3584,4,8,prefill,36.60403193375,414.4785539570284,884.8512490038959,536.1677713230953
Llama2-70B,32,3584,8,4,prefill,43.34447587575,690.8844385112617,782.8537008234846,722.8199768187936
Llama2-70B,32,3584,16,2,prefill,56.906162121625,1036.3026545013852,735.2919741289871,922.8865044387004
Llama2-70B,32,3584,32,1,prefill,84.6840353514375,1374.9166463163624,723.6011274056154,1103.7087654927034
Llama2-70B,32,3584,80,1,prefill,239.15932463262507,1213.11895270159,687.2254751922366,884.7110122096973
Llama2-70B,32,3712,1,32,prefill,34.6596061735,115.3519315473794,1825.468016674513,339.2063889704105
Llama2-70B,32,3712,2,16,prefill,35.607221436375,223.6114259642588,1143.5404952127192,398.72632584831103
Llama2-70B,32,3712,4,8,prefill,38.448565142812505,409.7578108186061,886.7990618384054,530.4222022924481
Llama2-70B,32,3712,8,4,prefill,45.449095751312505,683.8383775066432,784.8923788428252,716.746934474605
Llama2-70B,32,3712,16,2,prefill,59.53384098596874,1027.4437729016825,737.5221127778536,917.6438992648996
Llama2-70B,32,3712,32,1,prefill,88.38120721970313,1365.7082737329329,726.2295347771284,1100.4831858372806
Llama2-70B,32,3712,80,1,prefill,249.3656795752188,1205.8836950643386,688.7013762268364,882.025197297956
Llama2-70B,32,3840,1,32,prefill,36.403949625,113.95286864399704,1827.4192696395287,334.7275759630695
Llama2-70B,32,3840,2,16,prefill,37.38424127625,220.95975907063587,1145.4658008180984,393.8669704398826
Llama2-70B,32,3840,4,8,prefill,40.323562351875005,405.20145289555273,888.7113937639662,524.8967780509722
Llama2-70B,32,3840,8,4,prefill,47.584179626875006,677.0306466208112,786.8890858182344,710.8943734001897
Llama2-70B,32,3840,16,2,prefill,62.19198385031248,1018.8777380380689,739.6973001128233,912.5834443662202
Llama2-70B,32,3840,32,1,prefill,92.10884308796876,1356.8119903877384,728.7763314725695,1097.3688298511545
Llama2-70B,32,3840,80,1,prefill,259.6526745178126,1198.868625763847,690.1153204778334,879.4037686655023
Llama2-70B,32,3968,1,32,prefill,38.1792588365,112.60277984748458,1829.3385109583032,330.4267667040589
Llama2-70B,32,3968,2,16,prefill,39.192226876125,218.39957484590497,1147.3590947772364,389.1954630273633
Llama2-70B,32,3968,4,8,prefill,42.22952532093751,400.7959419187478,890.591714043286,519.570905599124
Llama2-70B,32,3968,8,4,prefill,49.75022926243751,670.440948860801,788.8479190899989,705.240353679143
Llama2-70B,32,3968,16,2,prefill,64.88109247465623,1010.578154731293,741.8228896293408,907.6850719889794
Llama2-70B,32,3968,32,1,prefill,95.86744471623436,1348.1976356820444,731.2102272712812,1094.3024610432024
Llama2-70B,32,3968,80,1,prefill,270.05386594040635,1191.9535926789044,691.5370590191224,876.8191092404801
Llama2-70B,32,4096,1,32,prefill,39.98553380800001,111.29844523361437,1831.228741722672,326.2911381217756
Llama2-70B,32,4096,2,16,prefill,41.03117823600001,215.9248935150034,1149.2233781819682,384.6984359997937
Llama2-70B,32,4096,4,8,prefill,44.16645405,396.53156885437943,892.4430237681995,514.43075090193
Llama2-70B,32,4096,8,4,prefill,51.947244657999995,664.0548834830627,790.7724293178353,699.7708990798185
Llama2-70B,32,4096,16,2,prefill,67.60116685899999,1002.5263557150612,743.9035311228861,902.9367790099791
Llama2-70B,32,4096,32,1,prefill,99.6570121045,1339.8434021267963,733.6178024626881,1091.3756323430184
Llama2-70B,32,4096,80,1,prefill,280.56930504300004,1185.1364872703944,692.9529355925071,874.2560501858256
Llama2-7B,8,128,1,8,prefill,0.1255169483958333,1019.7826001659638,94.92926743834911,156.31054126766662
Llama2-7B,8,128,2,4,prefill,0.1500822322083333,1705.7315595135824,80.20885451277351,200.88372699051664
Llama2-7B,8,128,4,2,prefill,0.1958584932916666,2614.132230852735,70.41190616209398,244.8258211477537
Llama2-7B,8,128,8,1,prefill,0.2918715594583333,3508.392533689748,66.78220071938014,282.7837090082154
Llama2-7B,8,128,32,1,prefill,0.9607250488263888,4263.446659378382,61.51530242170184,289.0858579212229
Llama2-7B,8,256,1,8,prefill,0.2563423127916666,999.0930714333572,95.0490506764676,153.12630745933473
Llama2-7B,8,256,2,4,prefill,0.3054728804166666,1676.5961745768805,80.3273403829102,197.83956487868835
Llama2-7B,8,256,4,2,prefill,0.3970254025833333,2579.641216875246,70.52974334823975,242.3790515128296
Llama2-7B,8,256,8,1,prefill,0.5890515349166666,3477.057974503188,66.89971356353044,281.2535030442456
Llama2-7B,8,256,32,1,prefill,1.9498927216527773,4202.150878284836,61.774414354920765,286.83699801883495
Llama2-7B,8,384,1,8,prefill,0.3924986211875,979.4273787578784,95.1688516935368,150.10498481746288
Llama2-7B,8,384,2,4,prefill,0.4661944726249999,1648.6696081390558,80.44584403199757,194.9127352965214
Llama2-7B,8,384,4,2,prefill,0.6035232558749999,2546.242365155761,70.64759831333619,239.99503883684133
Llama2-7B,8,384,8,1,prefill,0.8915624543749999,3446.372575414396,66.92148557676914,279.34974734659994
Llama2-7B,8,384,32,1,prefill,2.967503018479167,4143.139420060098,62.0335262881397,284.65779255639177
Llama2-7B,8,512,1,8,prefill,0.5339428655833333,960.8080889203944,95.28863357490064,147.2587329347371
Llama2-7B,8,512,2,4,prefill,0.6322040008333333,1622.0222463738078,80.56432854537957,192.1224443670569
Llama2-7B,8,512,4,2,prefill,0.8153090451666666,2514.066045484409,70.76543414272729,237.6949674453392
Llama2-7B,8,512,8,1,prefill,1.1993613098333331,3416.4914261320523,67.06293671663036,277.9761691254555
Llama2-7B,8,512,32,1,prefill,4.013555939305555,4086.272533354968,62.29263822135864,282.54468353539767
Llama2-7B,8,640,1,8,prefill,0.6806934779791666,943.0920804735264,95.40842113721996,144.5583453999315
Llama2-7B,8,640,2,4,prefill,0.8035198970416666,1596.4808981491487,80.68281873971704,189.44480154048784
Llama2-7B,8,640,4,2,prefill,1.0324012024583331,2482.941916626497,70.88327565307385,235.4616589860246
Llama2-7B,8,640,8,1,prefill,1.5198721012916667,3372.173186064665,67.4266711829334,275.9669517991084
Llama2-7B,8,640,32,1,prefill,5.088051484131944,4031.42230462108,62.551750154577576,280.4943657013493
Llama2-7B,8,768,1,8,prefill,0.832752506375,926.2064608919582,95.52820725813898,141.9912751655809
Llama2-7B,8,768,2,4,prefill,0.98014420925,1571.9680963114126,80.80130749265425,186.8719190397616
Llama2-7B,8,768,4,2,prefill,1.2548017757499998,2452.8103203566498,71.00111572202015,233.2914997654437
Llama2-7B,8,768,8,1,prefill,1.84569130875,3333.952196639936,67.70833177518553,274.1909185705411
Llama2-7B,8,768,32,1,prefill,6.190989652958333,3978.471386136759,62.81086208779652,278.50376367409046
Llama2-7B,8,896,1,8,prefill,0.9901424787708334,910.072188039045,95.648000174951,139.54299051961826
Llama2-7B,8,896,2,4,prefill,1.1620994654583332,1548.3925533522704,80.91980304148446,184.39290657520792
Llama2-7B,8,896,4,2,prefill,1.4825332930416666,2423.5890586349115,71.11896258685944,231.17760345868288
Llama2-7B,8,896,8,1,prefill,2.176841460208333,3299.4237187103063,67.90229813411777,272.4001627921156
Llama2-7B,8,896,32,1,prefill,7.322370445784721,3927.311888486568,63.06997402101545,276.5700115780704
Llama2-7B,8,1024,1,8,prefill,1.152820387166667,894.6670231359624,95.76778554897469,137.21237867341537
Llama2-7B,8,1024,2,4,prefill,1.3493426576666665,1525.74422360449,81.03829104752627,182.01077642284275
Llama2-7B,8,1024,4,2,prefill,1.715552746333333,2395.2956067890937,71.23680190891037,229.1258153331018
Llama2-7B,8,1024,8,1,prefill,2.513279547666666,3267.4520837924047,68.11284817547548,270.8840751191075
Llama2-7B,8,1024,32,1,prefill,8.482193862611112,3877.844412792799,63.32908595423438,274.69043485382633
Llama2-7B,8,1152,1,8,prefill,1.3239258155625,878.3792196970995,95.95535982369456,134.6934418432165
Llama2-7B,8,1152,2,4,prefill,1.545013369875,1501.5860298034538,81.22456795426432,179.4261781537422
Llama2-7B,8,1152,4,2,prefill,1.964405287625,2357.756464372626,71.55123763525337,226.3420628122783
Llama2-7B,8,1152,8,1,prefill,2.865550723125,3227.385353903908,68.49932016305812,269.0874635029483
Llama2-7B,8,1152,32,1,prefill,9.6813163514375,3826.509610448959,63.64375923085814,272.7827794353145
Llama2-7B,8,1280,1,8,prefill,1.5003396599583334,863.0979615415948,96.12937589109414,132.34831203901777
Llama2-7B,8,1280,2,4,prefill,1.7459924980833332,1478.8038376385798,81.39728665368209,176.9962161065306
Llama2-7B,8,1280,4,2,prefill,2.2185662449166665,2323.427966016587,71.82635365355694,223.8008812093261
Llama2-7B,8,1280,8,1,prefill,3.2231303145833325,3191.0166294481323,68.83200032195428,267.4262220569095
Llama2-7B,8,1280,32,1,prefill,10.90888146426389,3777.52730430492,63.94732023880092,270.9450294259935
Llama2-7B,8,1408,1,8,prefill,1.6820844483541668,848.6603554096837,96.29353629288372,130.14582947552472
Llama2-7B,8,1408,2,4,prefill,1.9523025702916663,1457.1717353111128,81.56014968748985,174.69296298355064
Llama2-7B,8,1408,4,2,prefill,2.4780581462083333,2291.5787532899435,72.07287836936382,221.4444122688732
Llama2-7B,8,1408,8,1,prefill,3.5860408500416665,3157.436213602626,69.09959877480253,265.77637473759034
Llama2-7B,8,1408,32,1,prefill,12.164889201090276,3730.581768333884,64.24279959679392,269.1691088667007
Llama2-7B,8,1536,1,8,prefill,1.86911717275,834.9696770991249,96.45029708531813,128.06884497865616
Llama2-7B,8,1536,2,4,prefill,2.1639005785,1436.5608620281498,81.71561311194243,172.502583689394
Llama2-7B,8,1536,4,2,prefill,2.7428379835,2261.754022170417,72.29795174815051,219.23915078688432
Llama2-7B,8,1536,8,1,prefill,3.9542393214999993,3126.075593738457,69.36598100028174,264.30769918355264
Llama2-7B,8,1536,32,1,prefill,13.449339561916666,3685.44267488401,64.53221771732457,267.4490588109687
Llama2-7B,8,1664,1,8,prefill,2.061456265145833,821.9328818045207,96.60137099949377,126.09986885108914
Llama2-7B,8,1664,2,4,prefill,2.380804954708333,1416.844148914788,81.86538965813625,170.40947357002264
Llama2-7B,8,1664,4,2,prefill,3.0129241887916667,2233.5953314053977,72.50652922739766,217.15663052363465
Llama2-7B,8,1664,8,1,prefill,4.335149728958333,3092.400255574666,69.6986366458358,262.7467036046186
